ID	DOCULECT	CONCEPT	VALUE	IPA	TOKENS	SEGMENTS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
3801	Xiamen	near	kun²²	kun²²	k u n ²²	k u n ²²	near/進	A	682	626	535	284	進	進		近	i n c t	
3802	Beijing	cut	kʰan²¹⁴	kʰan²¹⁴	kʰ a n ²¹⁴	kʰ a n ²¹⁴	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3803	Ha_erbin	cut	kʰan²¹³	kʰan²¹³	kʰ a n ²¹³	kʰ a n ²¹³	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3804	Jinan	cut	kʰæ̃⁴⁵	kʰæ̃⁴⁵	kʰ æ̃ ⁴⁵	kʰ æ̃ ∼ ⁴⁵	cut/砍	V	683	115	115	58	砍	砍		砍	i n t	
3805	Rongcheng	cut	kʰɐn²¹⁴	kʰɐn²¹⁴	kʰ ɐ n ²¹⁴	kʰ ɐ n ²¹⁴	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3806	Taiyuan	cut	kʰæ̃⁵³	kʰæ̃⁵³	kʰ æ̃ ⁵³	kʰ æ̃ ∼ ⁵³	cut/砍	V	683	115	115	58	砍	砍		砍	i n t	
3807	Xi_an	cut	kʰæ̃⁵³	kʰæ̃⁵³	kʰ æ̃ ⁵³	kʰ æ̃ ∼ ⁵³	cut/砍	V	683	115	115	58	砍	砍		砍	i n t	
3808	Chengdu	cut	kʰan⁵³	kʰan⁵³	kʰ a n ⁵³	kʰ a n ⁵³	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3809	Chengdu	cut	tsai⁵³	tsai⁵³	ts ai ⁵³	ts a i ⁵³	slaughter/宰	V	136	121	116	64	宰	宰		砍	i n t	
3810	Nanjing	cut	kʰɑ̃¹¹	kʰɑ̃¹¹	kʰ ɑ̃ ¹¹	kʰ ɑ̃ ∼ ¹¹	cut/砍	V	683	115	115	58	砍	砍		砍	i n t	
3811	Jixi	cut	tsoʔ³²*	tsoʔ³²	ts o ʔ ³²	ts o ʔ ³²*/³²	cut/斫	V	684	116	117	60	斫	斫		砍	i n c t	
3812	Suzhou	cut	tsᴇ⁴⁴	tse̞⁴⁴	ts e̞ ⁴⁴	ts e̞ ⁴⁴	cut/斬	V	685	119	118	62	斬	斬		砍	i n t	
3813	Wenzhou	cut	tɤu⁵¹	tɤu⁵¹	t ɤu ⁵¹	t ɤ u ⁵¹	cut/剁	V	686	120	119	63	剁	剁		砍	i n t	
3814	Changsha	cut	kʰan⁴¹	kʰan⁴¹	kʰ a n ⁴¹	kʰ a n ⁴¹	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3815	Loudi	cut	tɕio³⁵	tɕio³⁵	tɕ j o ³⁵	tɕ i o ³⁵	cut/斫	V	684	116	117	60	斫	斫		砍	i m n t	
3816	Nanchang	cut	kʰan²¹³	kʰan²¹³	kʰ a n ²¹³	kʰ a n ²¹³	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3817	Meixian	cut	sat¹	sat¹	s a t ¹	s a t ¹	kill/殺	V	135	118	120	61	殺	杀		砍	i n c t	
3818	Guilin	cut	kʰã²³	kʰã²³	kʰ ã ²³	kʰ ã ∼ ²³	cut/砍	V	683	115	115	58	砍	砍		砍	i n t	
3819	Guangzhou	cut	hɐm³⁵	hɐm³⁵	h ɐ m ³⁵	h ɐ m ³⁵	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3820	Fuzhou	cut	tsʰɔy²¹²	tsʰɔy²¹²	tsʰ ɔy ²¹²	tsʰ ɔ y ²¹²	cut/剉	V	688	117	121	59	剉	剉		砍	i n t	
3821	Fuzhou	cut	kʰaŋ³²	kʰaŋ³²	kʰ a ŋ ³²	kʰ a ŋ ³²	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3822	Xiamen	cut	kʰam⁵³	kʰam⁵³	kʰ a m ⁵³	kʰ a m ⁵³	cut/砍	V	683	115	115	58	砍	砍		砍	i n c t	
3823	Beijing	see	kʰan⁵¹⁻⁵³ tɕiɛn⁵¹⁻³¹	kʰan⁵¹+tɕjɛn⁵¹	kʰ a n ⁵¹ + tɕ j ɛ n ⁵¹	kʰ a n ⁵³/⁵¹ + tɕ i ɛ n ³¹/⁵¹	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n c t + i m n c t	
3824	Ha_erbin	see	kʰan⁵³ tɕian⁰	kʰan⁵³+tɕjan⁰	kʰ a n ⁵³ + tɕ j a n ⁰	kʰ a n ⁵³ + tɕ i a n ⁰	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n c t + i m n c t	
3825	Ha_erbin	see	tʂʰou²¹³⁻²¹ tɕian⁰	ʈʂʰou²¹³+tɕjan⁰	ʈʂʰ ou ²¹³ + tɕ j a n ⁰	ʈʂʰ o u ²¹/²¹³ + tɕ i a n ⁰	see/瞅 _see.perceive/見	V V	690 253	764	668	363	瞅見	瞅 見		看見	i n t + i m n c t	
3826	Jinan	see	kʰæ̃³¹⁻⁴⁴ tɕiæ̃⁰	kʰæ̃³¹+tɕjæ̃⁰	kʰ æ̃ ³¹ + tɕ j æ̃ ⁰	kʰ æ̃ ∼ ⁴⁴/³¹ + tɕ i æ̃ ∼ ⁰	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n t + i m n t	
3827	Rongcheng	see	kʰɐn³³⁴ ciɐn³³⁴⁻³²	kʰɐn³³⁴+cjɐn³³⁴	kʰ ɐ n ³³⁴ + c j ɐ n ³³⁴	kʰ ɐ n ³³⁴ + c i ɐ n ³²/³³⁴	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n c t + i m n c t	
3828	Taiyuan	see	kʰæ̃⁴⁵ tɕie⁴⁵	kʰæ̃⁴⁵+tɕje⁴⁵	kʰ æ̃ ⁴⁵ + tɕ j e ⁴⁵	kʰ æ̃ ∼ ⁴⁵ + tɕ i e ⁴⁵	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n t + i m n t	
3829	Xi_an	see	kʰæ̃⁴⁴ tɕiæ̃⁰	kʰæ̃⁴⁴+tɕjæ̃⁰	kʰ æ̃ ⁴⁴ + tɕ j æ̃ ⁰	kʰ æ̃ ∼ ⁴⁴ + tɕ i æ̃ ∼ ⁰	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n t + i m n t	
3830	Chengdu	see	kʰan²¹³ tau⁵³	kʰan²¹³+tau⁵³	kʰ a n ²¹³ + t au ⁵³	kʰ a n ²¹³ + t a u ⁵³	watch/看 _fall.down/倒	V V	689 23	763	669	363	看倒	看 倒		看見	i n c t + i n t	
3831	Nanjing	see	kʰɑ̃⁴⁴⁻⁴² tɕien⁴⁴	kʰɑ̃⁴⁴+tɕjen⁴⁴	kʰ ɑ̃ ⁴⁴ + tɕ j e n ⁴⁴	kʰ ɑ̃ ∼ ⁴²/⁴⁴ + tɕ i e n ⁴⁴	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n t + i m n c t	
3832	Jixi	see	kʰɔ³⁵⁻⁵³ tɕie³⁵	kʰɔ³⁵+tɕje³⁵	kʰ ɔ ³⁵ + tɕ j e ³⁵	kʰ ɔ ⁵³/³⁵ + tɕ i e ³⁵	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n t + i m n t	
3833	Suzhou	see	køʰ⁵²⁻⁴⁴ tɕiɪ⁴¹²⁻²¹	kʰø⁵²+tɕjɪ⁴¹²	kʰ ø ⁵² + tɕ j ɪ ⁴¹²	kʰ ø ⁴⁴/⁵² + tɕ i ɪ ²¹/⁴¹²	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見<missing vowel in syllable 1>	看 見	missing vowel in syllable 1	看見	i n t + i m n t	
3834	Wenzhou	see	tsʰɿ⁴⁴⁻⁴² dʑia⁰	tsʰɿ⁴⁴+dʑja⁰	tsʰ ɿ ⁴⁴ + dʑ j a ⁰	tsʰ ɿ ⁴²/⁴⁴ + dʑ i a ⁰	see/朿見 _reach/着	V S	691 791	767	670	364	朿+见着	朿見 着		看見	i n t + i m n t	
3835	Changsha	see	kʰan⁵⁵ tɕian⁵⁵	kʰan⁵⁵+tɕjan⁵⁵	kʰ a n ⁵⁵ + tɕ j a n ⁵⁵	kʰ a n ⁵⁵ + tɕ i a n ⁵⁵	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n c t + i m n c t	
3836	Loudi	see	kʰẽ³⁵ tɕiæ³⁵⁻⁵	kʰẽ³⁵+tɕjæ³⁵	kʰ ẽ ³⁵ + tɕ j æ ³⁵	kʰ ẽ ∼ ³⁵ + tɕ i æ ⁵/³⁵	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n t + i m n t	
3837	Nanchang	see	kʰon²¹³ tɕiɛn⁴⁵	kʰon²¹³+tɕjɛn⁴⁵	kʰ o n ²¹³ + tɕ j ɛ n ⁴⁵	kʰ o n ²¹³ + tɕ i ɛ n ⁴⁵	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n c t + i m n c t	
3838	Nanchang	see	kʰon²¹³ tau⁴²	kʰon²¹³+tau⁴²	kʰ o n ²¹³ + t au ⁴²	kʰ o n ²¹³ + t a u ⁴²	watch/看 _arrive/到	V V	689 254	763	671	363	看到	看 到		看見	i n c t + i n t	
3839	Meixian	see	kʰon⁵³⁻⁵⁵ kian⁵³	kʰon⁵³+kjan⁵³	kʰ o n ⁵³ + k j a n ⁵³	kʰ o n ⁵⁵/⁵³ + k i a n ⁵³	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n c t + i m n c t	
3840	Guilin	see	kʰuã⁴²⁻²⁴ tɕiã⁴²⁻²²	kʰwã⁴²+tɕjã⁴²	kʰ w ã ⁴² + tɕ j ã ⁴²	kʰ u ã ∼ ²⁴/⁴² + tɕ i ã ∼ ²²/⁴²	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i m n t + i m n t	
3841	Guangzhou	see	tʰɐi³⁵ kin³³	tʰɐi³⁵+kin³³	tʰ ɐi ³⁵ + k i n ³³	tʰ ɐ i ³⁵ + k i n ³³	see/睇 _see.perceive/見	V V	693 253	764	672	363	睇見	睇 見		看見	i n t + i n c t	
3842	Fuzhou	see	kʰaŋ²¹²⁻⁵³ ŋieŋ²¹²	kʰaŋ²¹²+ŋjeŋ²¹²	kʰ a ŋ ²¹² + ŋ j e ŋ ²¹²	kʰ a ŋ ⁵³/²¹² + ŋ i e ŋ ²¹²	watch/看 _see.perceive/見	V V	689 253	763	667	363	看見	看 見		看見	i n c t + i m n c t	
3843	Xiamen	see	kʰuã²¹⁻⁵³ tio⁰	kʰwã²¹+tio⁰	kʰ w ã ²¹ + t j o ⁰	kʰ u ã ∼ ⁵³/²¹ + t i o ⁰	watch/看 _reach/着	V V	689 791	763	673	363	看着	看 着		看見	i m n t + i m n t	
3844	Xiamen	see	ki²²	ki²²	k i ²²	k i ²²	see.perceive/見	V	253	764	674	363	見	見		看見	i n t	
3845	Beijing	wide	kʰuan⁵⁵	kʰwan⁵⁵	kʰ w a n ⁵⁵	kʰ u a n ⁵⁵	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n c t	
3846	Ha_erbin	wide	kʰuan⁴⁴	kʰwan⁴⁴	kʰ w a n ⁴⁴	kʰ u a n ⁴⁴	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n c t	
3847	Jinan	wide	kʰuæ̃²¹⁴	kʰwæ̃²¹⁴	kʰ w æ̃ ²¹⁴	kʰ u æ̃ ∼ ²¹⁴	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n t	
3848	Rongcheng	wide	kʰuɐn⁵²	kʰwɐn⁵²	kʰ w ɐ n ⁵²	kʰ u ɐ n ⁵²	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n c t	
3849	Taiyuan	wide	kʰuæ̃²¹	kʰwæ̃²¹	kʰ w æ̃ ²¹	kʰ u æ̃ ∼ ²¹	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n t	
3850	Xi_an	wide	kʰuæ̃²¹	kʰwæ̃²¹	kʰ w æ̃ ²¹	kʰ u æ̃ ∼ ²¹	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n t	
3851	Chengdu	wide	kʰuan⁴⁵	kʰwan⁴⁵	kʰ w a n ⁴⁵	kʰ u a n ⁴⁵	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n c t	
3852	Nanjing	wide	kʰuɑ̃³¹	kʰwɑ̃³¹	kʰ w ɑ̃ ³¹	kʰ u ɑ̃ ∼ ³¹	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n t	
3853	Jixi	wide	kʰuɔ⁵⁵	kʰwɔ⁵⁵	kʰ w ɔ ⁵⁵	kʰ u ɔ ⁵⁵	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n t	
3854	Suzhou	wide	kʰuəʔ⁴	kʰwəʔ⁴	kʰ w ə ʔ ⁴	kʰ u ə ʔ ⁴	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n c t	
3855	Wenzhou	wide	kʰo⁴¹	kʰo⁴¹	kʰ o ⁴¹	kʰ o ⁴¹	wide/寬	A	694	1089	935	519	寬	寬		寬	i n t	
3856	Changsha	wide	kʰõ³³	kʰõ³³	kʰ õ ³³	kʰ õ ∼ ³³	wide/寬	A	694	1089	935	519	寬	寬		寬	i n t	
3857	Loudi	wide	kʰuẽ⁴⁴	kʰwẽ⁴⁴	kʰ w ẽ ⁴⁴	kʰ u ẽ ∼ ⁴⁴	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n t	
3858	Nanchang	wide	kʰuon⁴²	kʰwon⁴²	kʰ w o n ⁴²	kʰ u o n ⁴²	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n c t	
3859	Meixian	wide	fat¹	fat¹	f a t ¹	f a t ¹	wide/寬	A	694	1089	935	519	寬	寬		寬	i n c t	
3860	Guilin	wide	kʰuã⁴²	kʰwã⁴²	kʰ w ã ⁴²	kʰ u ã ∼ ⁴²	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n t	
3861	Guangzhou	wide	fun⁵⁵	fun⁵⁵	f u n ⁵⁵	f u n ⁵⁵	wide/寬	A	694	1089	935	519	寬	寬		寬	i n c t	
3862	Fuzhou	wide	kʰuaʔ²⁴*	kʰwaʔ²⁴	kʰ w a ʔ ²⁴	kʰ u a ʔ */²⁴	wide/闊	A	695	1090	936	520	闊	闊		寬	i m n c t	
3863	Fuzhou	wide	kʰuaŋ⁵⁵	kʰwaŋ⁵⁵	kʰ w a ŋ ⁵⁵	kʰ u a ŋ ⁵⁵	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n c t	
3864	Xiamen	wide	kʰuaʔ³²*	kʰwaʔ³²	kʰ w a ʔ ³²	kʰ u a ʔ ³²*/³²	wide/寬	A	694	1089	935	519	寬	寬		寬	i m n c t	
3865	Beijing	tie	kʰuən²¹⁴	kʰwən²¹⁴	kʰ w ə n ²¹⁴	kʰ u ə n ²¹⁴	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n c t	
3866	Ha_erbin	tie	kʰuən²¹³	kʰwən²¹³	kʰ w ə n ²¹³	kʰ u ə n ²¹³	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n c t	
3867	Jinan	tie	kʰuẽ⁴⁵	kʰwẽ⁴⁵	kʰ w ẽ ⁴⁵	kʰ u ẽ ∼ ⁴⁵	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n t	
3868	Rongcheng	tie	paŋ²¹⁴	paŋ²¹⁴	p a ŋ ²¹⁴	p a ŋ ²¹⁴	tie/綁	V	697	977	846	476	綁	綁		捆	i n c t	
3869	Taiyuan	tie	kʰuŋ⁵³	kʰuŋ⁵³	kʰ u ŋ ⁵³	kʰ u ŋ ⁵³	tie.up/捆	V	696	975	845	475	捆	捆		捆	i n c t	
3870	Taiyuan	tie	tsaʔ²	tsaʔ²	ts a ʔ ²	ts a ʔ ²	tie.up/扎	V	698	976	847	477	扎	扎		捆	i n c t	
3871	Xi_an	tie	kʰuẽ⁵³	kʰwẽ⁵³	kʰ w ẽ ⁵³	kʰ u ẽ ∼ ⁵³	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n t	
3872	Xi_an	tie	tsɑ²¹	tsɑ²¹	ts ɑ ²¹	ts ɑ ²¹	tie.up/扎	V	698	976	847	477	扎	扎		捆	i n t	
3873	Chengdu	tie	kʰuɛn⁵³⁻⁵⁵ tɕʰi⁵³	kʰwɛn⁵³+tɕʰi⁵³	kʰ w ɛ n ⁵³ + tɕʰ i ⁵³	kʰ u ɛ n ⁵⁵/⁵³ + tɕʰ i ⁵³	tie.up/捆 _raise:SUF/起	V S	696 245	975	848	475	捆起	捆 起		捆	i m n c t + i n t	
3874	Chengdu	tie	tsa²¹	tsa²¹	ts a ²¹	ts a ²¹	tie.up/扎	V	698	976	847	477	扎	扎		捆	i n t	
3875	Nanjing	tie	kʰuən¹¹	kʰwən¹¹	kʰ w ə n ¹¹	kʰ u ə n ¹¹	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n c t	
3876	Jixi	tie	põ²¹³	põ²¹³	p õ ²¹³	p õ ∼ ²¹³	tie/綁	V	697	977	846	476	綁	綁		捆	i n t	
3877	Suzhou	tie	kʰuən⁵²	kʰwən⁵²	kʰ w ə n ⁵²	kʰ u ə n ⁵²	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n c t	
3878	Suzhou	tie	tsaʔ⁴	tsaʔ⁴	ts a ʔ ⁴	ts a ʔ ⁴	tie.up/扎	V	698	976	847	477	扎	扎		捆	i n c t	
3879	Wenzhou	tie	ɦo²¹	ɦo²¹	ɦ o ²¹	ɦ o ²¹	tie.up/捆	V	696	975	845	475	捆	捆		捆	i n t	
3880	Changsha	tie	kʰuən⁴¹	kʰwən⁴¹	kʰ w ə n ⁴¹	kʰ u ə n ⁴¹	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n c t	
3881	Loudi	tie	kʰun⁴²	kʰun⁴²	kʰ u n ⁴²	kʰ u n ⁴²	tie.up/捆	V	696	975	845	475	捆	捆		捆	i n c t	
3882	Loudi	tie	tsa¹³	tsa¹³	ts a ¹³	ts a ¹³	tie.up/扎	V	698	976	847	477	扎	扎		捆	i n t	
3883	Loudi	tie	diɔ̃¹³	djɔ̃¹³	d j ɔ̃ ¹³	d i ɔ̃ ∼ ¹³	tie/?	V	766	978	53	479	囗	囗		捆	i m n t	
3884	Nanchang	tie	kʰun²¹³	kʰun²¹³	kʰ u n ²¹³	kʰ u n ²¹³	tie.up/捆	V	696	975	845	475	捆	捆		捆	i n c t	
3885	Nanchang	tie	tsat⁵	tsat⁵	ts a t ⁵	ts a t ⁵	tie.up/扎	V	698	976	847	477	扎	扎		捆	i n c t	
3886	Nanchang	tie	tʰiaʔ⁵	tʰjaʔ⁵	tʰ j a ʔ ⁵	tʰ i a ʔ ⁵	tie/?	V	767	978	53	479	囗	囗		捆	i m n c t	
3887	Meixian	tie	kʰun³¹	kʰun³¹	kʰ u n ³¹	kʰ u n ³¹	tie.up/捆	V	696	975	845	475	捆	捆		捆	i n c t	
3888	Guilin	tie	kʰuɤŋ²²	kʰwɤŋ²²	kʰ w ɤ ŋ ²²	kʰ u ɤ ŋ ²²	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n c t	
3889	Guangzhou	tie	kʰuɐn³⁵	kʰwɐn³⁵	kʰ w ɐ n ³⁵	kʰ u ɐ n ³⁵	tie.up/捆	V	696	975	845	475	捆	捆		捆	i m n c t	
3890	Fuzhou	tie	kʰuŋ³²	kʰuŋ³²	kʰ u ŋ ³²	kʰ u ŋ ³²	tie.up/捆	V	696	975	845	475	捆	捆		捆	i n c t	
3891	Fuzhou	tie	tsaʔ²⁴*	tsaʔ²⁴	ts a ʔ ²⁴	ts a ʔ */²⁴	tie.up/扎	V	698	976	847	477	扎	扎		捆	i n c t	
3892	Xiamen	tie	kʰun⁵³	kʰun⁵³	kʰ u n ⁵³	kʰ u n ⁵³	tie.up/捆	V	696	975	845	475	捆	捆		捆	i n c t	
3893	Xiamen	tie	pak⁵	pak⁵	p a k ⁵	p a k ⁵	tie/縛	V	699	980	849	478	縛	縛		捆	i n c t	
3894	Beijing	pull	lᴀ⁵⁵	la̠⁵⁵	l a̠ ⁵⁵	l a̠ ⁵⁵	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3895	Ha_erbin	pull	la⁴⁴	la⁴⁴	l a ⁴⁴	l a ⁴⁴	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3896	Jinan	pull	la²¹⁴	la²¹⁴	l a ²¹⁴	l a ²¹⁴	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3897	Rongcheng	pull	la²¹⁴	la²¹⁴	l a ²¹⁴	l a ²¹⁴	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3898	Taiyuan	pull	la²¹	la²¹	l a ²¹	l a ²¹	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3899	Xi_an	pull	lɑ²¹	lɑ²¹	l ɑ ²¹	l ɑ ²¹	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3900	Chengdu	pull	la⁴⁵	la⁴⁵	l a ⁴⁵	l a ⁴⁵	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3901	Nanjing	pull	lɑ³¹	lɑ³¹	l ɑ ³¹	l ɑ ³¹	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3902	Jixi	pull	lɔ⁵⁵	lɔ⁵⁵	l ɔ ⁵⁵	l ɔ ⁵⁵	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3903	Suzhou	pull	lɑ⁴⁴	lɑ⁴⁴	l ɑ ⁴⁴	l ɑ ⁴⁴	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3904	Wenzhou	pull	la⁴⁴	la⁴⁴	l a ⁴⁴	l a ⁴⁴	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3905	Changsha	pull	la³³	la³³	l a ³³	l a ³³	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3906	Changsha	pull	tsʰə⁴¹	tsʰə⁴¹	tsʰ ə ⁴¹	tsʰ ə ⁴¹	split/扯	V	216	694	593	316	扯	扯		拉	i n t	
3907	Loudi	pull	la⁴⁴	la⁴⁴	l a ⁴⁴	l a ⁴⁴	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3908	Loudi	pull	tʰiɤ⁴⁴	tʰjɤ⁴⁴	tʰ j ɤ ⁴⁴	tʰ i ɤ ⁴⁴	pull/挑	V	700	695	594	317	挑	挑		拉	i m n t	
3909	Nanchang	pull	la⁴²	la⁴²	l a ⁴²	l a ⁴²	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3910	Meixian	pull	paŋ³³	paŋ³³	p a ŋ ³³	p a ŋ ³³	pull/㧍	V	701	693	595	315	手+方	㧍		拉	i n c t	
3911	Guilin	pull	tʰuo⁴²	tʰwo⁴²	tʰ w o ⁴²	tʰ u o ⁴²	pull/拖	V	702	692	596	314	拖	拖		拉	i m n t	
3912	Guangzhou	pull	lai⁵³	lai⁵³	l ai ⁵³	l a i ⁵³	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3913	Fuzhou	pull	pɛiʔ⁵	pɛiʔ⁵	p ɛi ʔ ⁵	p ɛ i ʔ ⁵	give/撥	V	621	691	284	313	撥	撥		拉	i n c t	
3914	Xiamen	pull	la⁵⁵	la⁵⁵	l a ⁵⁵	l a ⁵⁵	pull/拉	V	397	690	592	312	拉	拉		拉	i n t	
3915	Beijing	come	lɛ³⁵	lɛ³⁵	l ɛ ³⁵	l ɛ ³⁵	come/來	V	703	107	109	52	來	來		來	i n t	
3916	Ha_erbin	come	lai²⁴	lai²⁴	l ai ²⁴	l a i ²⁴	come/來	V	703	107	109	52	來	來		來	i n t	
3917	Jinan	come	lɛ⁵³	lɛ⁵³	l ɛ ⁵³	l ɛ ⁵³	come/來	V	703	107	109	52	來	來		來	i n t	
3918	Rongcheng	come	lai³⁵	lai³⁵	l ai ³⁵	l a i ³⁵	come/來	V	703	107	109	52	來	來		來	i n t	
3919	Taiyuan	come	lai²¹	lai²¹	l ai ²¹	l a i ²¹	come/來	V	703	107	109	52	來	來		來	i n t	
3920	Xi_an	come	lɛ²⁴	lɛ²⁴	l ɛ ²⁴	l ɛ ²⁴	come/來	V	703	107	109	52	來	來		來	i n t	
3921	Chengdu	come	lai²¹	lai²¹	l ai ²¹	l a i ²¹	come/來	V	703	107	109	52	來	來		來	i n t	
3922	Nanjing	come	nɛ¹³	nɛ¹³	n ɛ ¹³	n ɛ ¹³	come/來	V	703	107	109	52	來	來		來	i n t	
3923	Jixi	come	na⁴⁴	na⁴⁴	n a ⁴⁴	n a ⁴⁴	come/來	V	703	107	109	52	來	來		來	i n t	
3924	Suzhou	come	lᴇ¹³	le̞¹³	l e̞ ¹³	l e̞ ¹³	come/來	V	703	107	109	52	來	來		來	i n t	
3925	Wenzhou	come	tsau²⁴²⁻²⁴ lo⁰	tsau²⁴²+lo⁰	ts au ²⁴² + l o ⁰	ts a u ²⁴/²⁴² + l o ⁰	_walk/走 come/來	V V	531 703	107	110	52	走來	走 來		來	i n t + i n t	
3926	Changsha	come	lai¹³	lai¹³	l ai ¹³	l a i ¹³	come/來	V	703	107	109	52	來	來		來	i n t	
3927	Loudi	come	le¹³	le¹³	l e ¹³	l e ¹³	come/來	V	703	107	109	52	來	來		來	i n t	
3928	Nanchang	come	lai⁴⁵	lai⁴⁵	l ai ⁴⁵	l a i ⁴⁵	come/來	V	703	107	109	52	來	來		來	i n t	
3929	Meixian	come	loi¹¹	loi¹¹	l oi ¹¹	l o i ¹¹	come/來	V	703	107	109	52	來	來		來	i n t	
3930	Guilin	come	lai²²	lai²²	l ai ²²	l a i ²²	come/來	V	703	107	109	52	來	來		來	i n t	
3931	Guangzhou	come	lɔi²¹	lɔi²¹	l ɔi ²¹	l ɔ i ²¹	come/來	V	703	107	109	52	來	來		來	i n t	
3932	Fuzhou	come	li³²	li³²	l i ³²	l i ³²	come/來	V	703	107	109	52	來	來		來	i n t	
3933	Xiamen	come	lai²⁴	lai²⁴	l ai ²⁴	l a i ²⁴	come/來	V	703	107	109	52	來	來		來	i n t	
3934	Beijing	old	lɑu²¹⁴	lɑu²¹⁴	l ɑu ²¹⁴	l ɑ u ²¹⁴	old/老	A	27	671	576	297	老	老		老	i n t	
3935	Ha_erbin	old	lau²¹³	lau²¹³	l au ²¹³	l a u ²¹³	old/老	A	27	671	576	297	老	老		老	i n t	
3936	Jinan	old	lɔ⁴⁵	lɔ⁴⁵	l ɔ ⁴⁵	l ɔ ⁴⁵	old/老	A	27	671	576	297	老	老		老	i n t	
3937	Rongcheng	old	lau²¹⁴	lau²¹⁴	l au ²¹⁴	l a u ²¹⁴	old/老	A	27	671	576	297	老	老		老	i n t	
3938	Taiyuan	old	lau⁵³	lau⁵³	l au ⁵³	l a u ⁵³	old/老	A	27	671	576	297	老	老		老	i n t	
3939	Xi_an	old	lɑu⁵³	lɑu⁵³	l ɑu ⁵³	l ɑ u ⁵³	old/老	A	27	671	576	297	老	老		老	i n t	
3940	Chengdu	old	lau⁵³	lau⁵³	l au ⁵³	l a u ⁵³	old/老	A	27	671	576	297	老	老		老	i n t	
