# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
2013	Jinan	feather	y ⁴⁵ + m ɔ ⁵³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y2_MU3	8	8.Y.V 8.2.T 8._._ 8.M.C 8.U.V 8.3.T	3.0 1.0 0.0 1.6 3.0 1.0	y⁴⁵+mɔ⁵³	0
2015	Rongcheng	feather	y ²¹³ + m ɔ ⁵²	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y6_MU3	14	14.Y.V 14.6.T 14._._ 14.M.C 14.U.V 14.3.T	3.0 1.0 0.0 1.6 3.0 1.0	y²¹³+mɔ⁵²	0
2016	Taiyuan	feather	y ⁵³ + m au ²¹	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y3_MA3	16	16.Y.V 16.3.T 16._._ 16.M.C 16.A.V 16.3.T	3.0 1.0 0.0 1.6 3.0 1.0	y⁵³+mau²¹	0
2017	Xi_an	feather	m ɑu ²⁴	hair.feather.fur/毛	N	263	240	212	123	毛	毛		羽毛	i n t		4 7 8	AXT	MA2	18	18.M.C 18.A.V 18.2.T	1.6 3.0 1.0	mɑu²⁴	0
2018	Chengdu	feather	y ⁵³ + m au ²¹	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y3_MA3	3	3.Y.V 3.3.T 3._._ 3.M.C 3.A.V 3.3.T	3.0 1.0 0.0 1.6 3.0 1.0	y⁵³+mau²¹	0
2019	Nanjing	feather	i ¹¹ + m ɔ ¹³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	I1_MU2	13	13.I.V 13.1.T 13._._ 13.M.C 13.U.V 13.2.T	3.0 1.0 0.0 1.6 3.0 1.0	i¹¹+mɔ¹³	0
2020	Jixi	feather	y ²¹³ + m ɤ ⁴⁴	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y6_ME5	9	9.Y.V 9.6.T 9._._ 9.M.C 9.E.V 9.5.T	3.0 1.0 0.0 1.6 3.0 1.0	y²¹³+mɤ⁴⁴	0
2023	Suzhou	feather	m æ ¹³	hair.feather.fur/毛	N	263	240	212	123	毛	毛		羽毛	i n t		4 7 8	AXT	ME2	15	15.M.C 15.E.V 15.2.T	1.6 3.0 1.0	mæ¹³	0
2025	Wenzhou	feather	m ə ³⁴¹	hair.feather.fur/毛	N	263	240	212	123	毛	毛		羽毛	i n t		4 7 8	AXT	ME6	17	17.M.C 17.E.V 17.6.T	1.6 3.0 1.0	mə³⁴¹	1
2026	Changsha	feather	y ⁴¹ + m au ¹³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y3_MA2	2	2.Y.V 2.3.T 2._._ 2.M.C 2.A.V 2.2.T	3.0 1.0 0.0 1.6 3.0 1.0	y⁴¹+mau¹³	0
2027	Loudi	feather	y ⁴² + m ɤ ¹³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y3_ME2	10	10.Y.V 10.3.T 10._._ 10.M.C 10.E.V 10.2.T	3.0 1.0 0.0 1.6 3.0 1.0	y⁴²+mɤ¹³	0
2028	Nanchang	feather	y ²¹³ + m au ⁴⁵	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y6_MA2	12	12.Y.V 12.6.T 12._._ 12.M.C 12.A.V 12.2.T	3.0 1.0 0.0 1.6 3.0 1.0	y²¹³+mau⁴⁵	0
2029	Meixian	feather	i ³³ + m au ³³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	I4_MA4	11	11.I.V 11.4.T 11._._ 11.M.C 11.A.V 11.4.T	3.0 1.0 0.0 1.6 3.0 1.0	i³³+mau³³	0
2030	Guilin	feather	m ɑu ²²	hair.feather.fur/毛	N	263	240	212	123	毛	毛		羽毛	i n t		4 7 8	AXT	MA1	6	6.M.C 6.A.V 6.1.T	1.6 3.0 1.0	mɑu²²	0
2031	Guangzhou	feather	y ²³ + m ou ²¹	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y2_MU3	5	5.Y.V 5.2.T 5._._ 5.M.C 5.U.V 5.3.T	3.0 1.0 0.0 1.6 3.0 1.0	y²³+mou²¹	0
2032	Fuzhou	feather	y ³² + m au ⁵³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	211	123	羽毛	羽 毛		羽毛	n t + i n t		7 8 9 4 7 8	XT_AXT	Y3_MA3	4	4.Y.V 4.3.T 4._._ 4.M.C 4.A.V 4.3.T	3.0 1.0 0.0 1.6 3.0 1.0	y³²+mau⁵³	0
2033	Fuzhou	feather	m au ⁵³ + m au ⁵³	hair.feather.fur/毛 _hair:RED	N N	263 776	240	213	123	毛毛	毛 毛		羽毛	i n t + i n t		4 7 8 9 4 7 8	AXT_AXT	MA3_MA3	4	4.M.C 4.A.V 4.3.T 4._._ 4.M.C 4.A.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mau⁵³+mau⁵³	0
2034	Xiamen	feather	s i t ⁵ + m Ø/ə ŋ̍/ŋ ²⁴	_wing/翼 hair.feather.fur/毛	N N	404 263	240	214	123	翼毛	翼 毛		羽毛	i n c t + i n c t		3 7 1 8 9 4 7 4 8	AXLT_AXLT	SIT6_MEN2	19	19.S.C 19.I.V 19.T.c 19.6.T 19._._ 19.M.C 19.E.V 19.N.c 19.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	sit⁵+mØ/əŋ̍/ŋ²⁴	0
#
624	Beijing	few	ʂ ɑu ⁵¹	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA3	1	1.S.C 1.A.V 1.3.T	1.6 3.0 1.0	ʂɑu⁵¹	0
625	Ha_erbin	few	ʂ au ²¹³	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA6	7	7.S.C 7.A.V 7.6.T	1.6 3.0 1.0	ʂau²¹³	0
626	Jinan	few	ʂ ɔ ⁴⁵	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SU2	8	8.S.C 8.U.V 8.2.T	1.6 3.0 1.0	ʂɔ⁴⁵	0
627	Rongcheng	few	ʂ au ³³⁴	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA6	14	14.S.C 14.A.V 14.6.T	1.6 3.0 1.0	ʂau³³⁴	0
628	Taiyuan	few	s au ⁵³	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA3	16	16.S.C 16.A.V 16.3.T	1.6 3.0 1.0	sau⁵³	0
629	Xi_an	few	ʂ ɑu ⁵³	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA3	18	18.S.C 18.A.V 18.3.T	1.6 3.0 1.0	ʂɑu⁵³	0
630	Chengdu	few	s au ⁵³	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA3	3	3.S.C 3.A.V 3.3.T	1.6 3.0 1.0	sau⁵³	0
632	Nanjing	few	s ɔ ¹¹	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SU1	13	13.S.C 13.U.V 13.1.T	1.6 3.0 1.0	sɔ¹¹	0
633	Jixi	few	ɕ j e ²¹³	few/少	A	141	243	215	124	少	少		少	i m n t		3 6 7 8	ACXT	SJE6	9	9.S.C 9.J.C 9.E.V 9.6.T	1.6 1.2 3.0 1.0	ɕje²¹³	0
634	Suzhou	few	s æ ⁵²	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SE3	15	15.S.C 15.E.V 15.3.T	1.6 3.0 1.0	sæ⁵²	0
635	Wenzhou	few	ɕ j ɛ ²⁴²	few/少	A	141	243	215	124	少	少		少	i m n t		3 6 7 8	ACXT	SJE6	17	17.S.C 17.J.C 17.E.V 17.6.T	1.6 1.2 3.0 1.0	ɕjɛ²⁴²	0
636	Changsha	few	s au ⁴¹	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA3	2	2.S.C 2.A.V 2.3.T	1.6 3.0 1.0	sau⁴¹	0
637	Loudi	few	ɕ j ɤ ⁴²	few/少	A	141	243	215	124	少	少		少	i m n t		3 6 7 8	ACXT	SJE3	10	10.S.C 10.J.C 10.E.V 10.3.T	1.6 1.2 3.0 1.0	ɕjɤ⁴²	0
638	Nanchang	few	s ɛu ²¹³	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SE6	12	12.S.C 12.E.V 12.6.T	1.6 3.0 1.0	sɛu²¹³	0
639	Meixian	few	s au ³¹	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA3	11	11.S.C 11.A.V 11.3.T	1.6 3.0 1.0	sau³¹	0
640	Guilin	few	s ɑu ²³	few/少	A	141	243	215	124	少	少		少	i n t		3 7 8	AXT	SA2	6	6.S.C 6.A.V 6.2.T	1.6 3.0 1.0	sɑu²³	0
641	Guangzhou	few	s j u ³⁵	few/少	A	141	243	215	124	少	少		少	i m n t		3 6 7 8	ACXT	SJY2	5	5.S.C 5.J.C 5.Y.V 5.2.T	1.6 1.2 3.0 1.0	sju³⁵	0
642	Fuzhou	few	ts j eu ³²	few/少	A	141	243	215	124	少	少		少	i m n t		2 6 7 8	ACXT	CJE3	4	4.C.C 4.J.C 4.E.V 4.3.T	1.6 1.2 3.0 1.0	tsjeu³²	0
643	Xiamen	few	ts j o ⁵³	few/少	A	141	243	215	124	少	少		少	i m n t		2 6 7 8	ACXT	CJU3	19	19.C.C 19.J.C 19.U.V 19.3.T	1.6 1.2 3.0 1.0	tsjo⁵³	0
#
2781	Beijing	fight	t ɑ ²¹⁴ + tɕ j ɑ ⁵¹	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA6_CJA3	1	1.T.C 1.A.V 1.6.T 1._._ 1.C.C 1.J.C 1.A.V 1.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tɑ²¹⁴+tɕjɑ⁵¹	0
2782	Ha_erbin	fight	t a ²¹³ + tɕ j a ⁵³	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA6_CJA3	7	7.T.C 7.A.V 7.6.T 7._._ 7.C.C 7.J.C 7.A.V 7.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ta²¹³+tɕja⁵³	0
2783	Ha_erbin	fight	t a ²¹³ + ʈʂ a ŋ ⁵³	_beat:V/打 fight/仗	V N	115 564	245	217	125	打仗	打 仗		打	i n t + i n c t		1 7 8 9 2 7 4 8	AXT_AXLT	TA6_CAN3	7	7.T.C 7.A.V 7.6.T 7._._ 7.C.C 7.A.V 7.N.c 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ta²¹³+ʈʂaŋ⁵³	0
2784	Ha_erbin	fight	k a n ⁵³ + ʈʂ a ŋ ⁵³	_make/干 fight/仗	V N	795 564	248	218	125	干仗	干 仗		打	i n c t + i n c t		1 7 4 8 9 2 7 4 8	AXLT_AXLT	KAN3_CAN3	7	7.K.C 7.A.V 7.N.c 7.3.T 7._._ 7.C.C 7.A.V 7.N.c 7.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	kan⁵³+ʈʂaŋ⁵³	0
2785	Jinan	fight	t a ⁴⁵ + tɕ j a ²¹	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA2_CJA3	8	8.T.C 8.A.V 8.2.T 8._._ 8.C.C 8.J.C 8.A.V 8.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ta⁴⁵+tɕja²¹	0
2786	Rongcheng	fight	t a ²¹⁴ + ʈʂ a ŋ ³³⁴	_beat:V/打 fight/仗	V N	115 564	245	217	125	打仗	打 仗		打	i n t + i n c t		1 7 8 9 2 7 4 8	AXT_AXLT	TA6_CAN6	14	14.T.C 14.A.V 14.6.T 14._._ 14.C.C 14.A.V 14.N.c 14.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ta²¹⁴+ʈʂaŋ³³⁴	0
2787	Taiyuan	fight	t a ⁵³ + tɕ j a ⁴⁵	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CJA2	16	16.T.C 16.A.V 16.3.T 16._._ 16.C.C 16.J.C 16.A.V 16.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ta⁵³+tɕja⁴⁵	0
2788	Xi_an	fight	t ɑ ⁵³ + pfʰ ei ²⁴	_beat:V/打 fight:N/捶	V N	115 566	245	219	125	打捶	打 捶		打	i n t + i n t		1 7 8 9 1 7 8	AXT_AXT	TA3_PE2	18	18.T.C 18.A.V 18.3.T 18._._ 18.P.C 18.E.V 18.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɑ⁵³+pfʰei²⁴	0
2789	Chengdu	fight	t a ⁵³ + tɕ j a ²¹³	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CJA6	3	3.T.C 3.A.V 3.3.T 3._._ 3.C.C 3.J.C 3.A.V 3.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ta⁵³+tɕja²¹³	0
2790	Chengdu	fight	t a ⁵³ + tsʰ w ei ²¹	_beat:V/打 fight:N/錘	V N	115 567	245	220	125	打錘	打 錘		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CWE3	3	3.T.C 3.A.V 3.3.T 3._._ 3.C.C 3.W.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ta⁵³+tsʰwei²¹	0
2791	Chengdu	fight	k o ²¹ + ɲ j e ²¹	horn/角 fight/逆	V V	568 569	256	221	126	角逆	角 逆		打	i n t + i m n t		1 7 8 9 4 6 7 8	AXT_ACXT	KU3_NJE3	3	3.K.C 3.U.V 3.3.T 3._._ 3.N.C 3.J.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ko²¹+ɲje²¹	0
2792	Nanjing	fight	t ɑ ¹¹ + tɕ j ɑ ⁴⁴	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA1_CJA5	13	13.T.C 13.A.V 13.1.T 13._._ 13.C.C 13.J.C 13.A.V 13.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tɑ¹¹+tɕjɑ⁴⁴	0
2793	Jixi	fight	t ɔ ²¹³ + k o ³⁵	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i n t		1 7 8 9 1 7 8	AXT_AXT	TU6_KU2	9	9.T.C 9.U.V 9.6.T 9._._ 9.K.C 9.U.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɔ²¹³+ko³⁵	0
2794	Suzhou	fight	t ã ⁵² + s j ã ⁴⁴ + t ã ⁵²	_beat:V/打 fight:N/相 _beat:V/打	V N V	115 288 115	245	222	125	打相打	打 相 打		打	i n t + i m n t + i n t		1 7 8 9 3 6 7 8 9 1 7 8	AXT_ACXT_AXT	TA3_SJA5_TA3	15	15.T.C 15.A.V 15.3.T 15._._ 15.S.C 15.J.C 15.A.V 15.5.T 15._._ 15.T.C 15.A.V 15.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	tã⁵²+sjã⁴⁴+tã⁵²	0
2795	Wenzhou	fight	t j ə ²⁴² + tsʰ ɿ ⁰	beat:V/打 _raise:SUF/起	V S	115 245	245	223	125	打起	打 起		打	i m n t + i n t		1 6 7 8 9 2 7 8	ACXT_AXT	TJE6_CI6	17	17.T.C 17.J.C 17.E.V 17.6.T 17._._ 17.C.C 17.I.V 17.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	tjə²⁴²+tsʰɿ⁰	0
2796	Wenzhou	fight	t øy ²⁴² + t j ɛ ²⁴²	fight/賭 _beat:V/打	N V	570 115	245	224	125	賭打	賭 打		打	i n t + i m n t		1 7 8 9 1 6 7 8	AXT_ACXT	TU6_TJE6	17	17.T.C 17.U.V 17.6.T 17._._ 17.T.C 17.J.C 17.E.V 17.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tøy²⁴²+tjɛ²⁴²	0
2797	Changsha	fight	t a ⁴¹ + tɕ j a ⁵⁵	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CJA5	2	2.T.C 2.A.V 2.3.T 2._._ 2.C.C 2.J.C 2.A.V 2.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ta⁴¹+tɕja⁵⁵	0
2798	Loudi	fight	t a ⁴² + tɕ j ɔ ³⁵	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i m n t		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CJU2	10	10.T.C 10.A.V 10.3.T 10._._ 10.C.C 10.J.C 10.U.V 10.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ta⁴²+tɕjɔ³⁵	0
2799	Nanchang	fight	t a ²¹³ + k a ⁴⁵	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i n t		1 7 8 9 1 7 8	AXT_AXT	TA6_KA2	12	12.T.C 12.A.V 12.6.T 12._._ 12.K.C 12.A.V 12.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ta²¹³+ka⁴⁵	0
2800	Meixian	fight	t a ³¹ + k au ³³ + e ⁰	_beat:V/打 fight/交 _:SUF/儿	V N S	115 571 770	245	225	125	打交兒	打 交 儿		打	i n t + i n t + n t	儿	1 7 8 9 1 7 8 9 7 8	AXT_AXT_XT	TA3_KA4_E6	11	11.T.C 11.A.V 11.3.T 11._._ 11.K.C 11.A.V 11.4.T 11._._ 11.E.V 11.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 3.0 1.0	ta³¹+kau³³+e⁰	0
2801	Guilin	fight	t ɑ ²³ + k ɑ ²⁵	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i n t		1 7 8 9 1 7 8	AXT_AXT	TA2_KA2	6	6.T.C 6.A.V 6.2.T 6._._ 6.K.C 6.A.V 6.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɑ²³+kɑ²⁵	0
2802	Guangzhou	fight	t a ³⁵ + k au ⁵⁵	_beat:V/打 fight:N/架	V N	115 563	245	216	125	打架	打 架		打	i n t + i n t		1 7 8 9 1 7 8	AXT_AXT	TA2_KA5	5	5.T.C 5.A.V 5.2.T 5._._ 5.K.C 5.A.V 5.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ta³⁵+kau⁵⁵	0
2803	Fuzhou	fight	s ou ŋ ⁵⁵ + pʰ a ʔ ²¹	fight:N/相 _hit/拍	Adv V	288 562	247	226	125	相拍	相 拍		打	i n c t + i n c t		3 7 4 8 9 1 7 1 8	AXLT_AXLT	SUN5_PAH3	4	4.S.C 4.U.V 4.N.c 4.5.T 4._._ 4.P.C 4.A.V 4.H.c 4.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	souŋ⁵⁵+pʰaʔ²¹	0
2804	Xiamen	fight	s io ⁵⁵ + pʰ a ʔ ³²	fight:N/相 _hit/拍	Adv V	288 562	247	226	125	相拍	相 拍		打	i n t + i n c t		3 7 8 9 1 7 1 8	AXT_AXLT	SI5_PAH3	19	19.S.C 19.I.V 19.5.T 19._._ 19.P.C 19.A.V 19.H.c 19.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	sio⁵⁵+pʰaʔ³²	0
#
3664	Beijing	fire	x w o ²¹⁴	fire/火	N	672	259	227	127	火	火		火	i m n t		3 6 7 8	ACXT	GWU6	1	1.G.C 1.W.C 1.U.V 1.6.T	1.6 1.2 3.0 1.0	xwo²¹⁴	0
3665	Ha_erbin	fire	x w o ²¹³	fire/火	N	672	259	227	127	火	火		火	i m n t		3 6 7 8	ACXT	GWU6	7	7.G.C 7.W.C 7.U.V 7.6.T	1.6 1.2 3.0 1.0	xwo²¹³	0
3666	Jinan	fire	x w ɤ ⁴⁵	fire/火	N	672	259	227	127	火	火		火	i m n t		3 6 7 8	ACXT	GWE2	8	8.G.C 8.W.C 8.E.V 8.2.T	1.6 1.2 3.0 1.0	xwɤ⁴⁵	0
3667	Rongcheng	fire	x w ɔ ²¹⁴	fire/火	N	672	259	227	127	火	火		火	i m n t		3 6 7 8	ACXT	GWU6	14	14.G.C 14.W.C 14.U.V 14.6.T	1.6 1.2 3.0 1.0	xwɔ²¹⁴	0
3668	Taiyuan	fire	x w ɤ ⁵³	fire/火	N	672	259	227	127	火	火		火	i m n t		3 6 7 8	ACXT	GWE3	16	16.G.C 16.W.C 16.E.V 16.3.T	1.6 1.2 3.0 1.0	xwɤ⁵³	0
3669	Xi_an	fire	x w o ⁵³	fire/火	N	672	259	227	127	火	火		火	i m n t		3 6 7 8	ACXT	GWU3	18	18.G.C 18.W.C 18.U.V 18.3.T	1.6 1.2 3.0 1.0	xwo⁵³	0
3670	Chengdu	fire	x o ⁵³	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	GU3	3	3.G.C 3.U.V 3.3.T	1.6 3.0 1.0	xo⁵³	0
3671	Nanjing	fire	x o ¹¹	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	GU1	13	13.G.C 13.U.V 13.1.T	1.6 3.0 1.0	xo¹¹	0
3672	Jixi	fire	x ɵ ²¹³	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	GU6	9	9.G.C 9.U.V 9.6.T	1.6 3.0 1.0	xɵ²¹³	0
3673	Suzhou	fire	h əu ⁵²	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	HE3	15	15.H.C 15.E.V 15.3.T	1.6 3.0 1.0	həu⁵²	0
3674	Wenzhou	fire	f u ²⁴²	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	BY6	17	17.B.C 17.Y.V 17.6.T	1.6 3.0 1.0	fu²⁴²	0
3675	Changsha	fire	x o ⁴¹	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	GU3	2	2.G.C 2.U.V 2.3.T	1.6 3.0 1.0	xo⁴¹	0
3676	Loudi	fire	x o ⁴²	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	GU3	10	10.G.C 10.U.V 10.3.T	1.6 3.0 1.0	xo⁴²	0
3677	Nanchang	fire	f o ²¹³	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	BU6	12	12.B.C 12.U.V 12.6.T	1.6 3.0 1.0	fo²¹³	0
3678	Meixian	fire	f o ³¹	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	BU3	11	11.B.C 11.U.V 11.3.T	1.6 3.0 1.0	fo³¹	0
3679	Guilin	fire	x w o ²³	fire/火	N	672	259	227	127	火	火		火	i m n t		3 6 7 8	ACXT	GWU2	6	6.G.C 6.W.C 6.U.V 6.2.T	1.6 1.2 3.0 1.0	xwo²³	0
3680	Guangzhou	fire	f ɔ ³⁵	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	BU2	5	5.B.C 5.U.V 5.2.T	1.6 3.0 1.0	fɔ³⁵	0
3681	Fuzhou	fire	h w oi ³²	fire/火	N	672	259	227	127	火	火		火	i m n t		3 6 7 8	ACXT	HWU3	4	4.H.C 4.W.C 4.U.V 4.3.T	1.6 1.2 3.0 1.0	hwoi³²	0
3682	Xiamen	fire	h e ⁵³	fire/火	N	672	259	227	127	火	火		火	i n t		3 7 8	AXT	HE3	19	19.H.C 19.E.V 19.3.T	1.6 3.0 1.0	he⁵³	0
#
1992	Beijing	fish	y ³⁵	fish/鱼	N	402	260	228	128	鱼	鱼		魚	n t		7 8	XT	Y2	1	1.Y.V 1.2.T	3.0 1.0	y³⁵	0
1993	Ha_erbin	fish	y ²⁴	fish/鱼	N	402	260	228	128	鱼	鱼		魚	n t		7 8	XT	Y2	7	7.Y.V 7.2.T	3.0 1.0	y²⁴	0
1994	Jinan	fish	y ⁵³	fish/鱼	N	402	260	228	128	鱼	鱼		魚	n t		7 8	XT	Y3	8	8.Y.V 8.3.T	3.0 1.0	y⁵³	0
1995	Rongcheng	fish	y ⁵²	fish/鱼	N	402	260	228	128	鱼	鱼		魚	n t		7 8	XT	Y3	14	14.Y.V 14.3.T	3.0 1.0	y⁵²	0
1996	Taiyuan	fish	y ²¹	fish/鱼	N	402	260	228	128	鱼	鱼		魚	n t		7 8	XT	Y3	16	16.Y.V 16.3.T	3.0 1.0	y²¹	0
1997	Xi_an	fish	y ²⁴	fish/鱼	N	402	260	228	128	鱼	鱼		魚	n t		7 8	XT	Y2	18	18.Y.V 18.2.T	3.0 1.0	y²⁴	0
1998	Chengdu	fish	y ²¹	fish/鱼	N	402	260	228	128	鱼	鱼		魚	n t		7 8	XT	Y3	3	3.Y.V 3.3.T	3.0 1.0	y²¹	0
1999	Nanjing	fish	ɥ i ¹³	fish/鱼	N	402	260	228	128	鱼	鱼		魚	m n t		6 7 8	AXT	JI2	13	13.J.C 13.I.V 13.2.T	1.6 3.0 1.0	ɥi¹³	0
2000	Jixi	fish	ɲ y ⁴⁴	fish/鱼	N	402	260	228	128	鱼	鱼		魚	i n t		4 7 8	AXT	NY5	9	9.N.C 9.Y.V 9.5.T	1.6 3.0 1.0	ɲy⁴⁴	0
2001	Suzhou	fish	ŋ̍/ŋ Ø/ə ¹³	fish/鱼	N	402	260	228	128	鱼	鱼		魚	i n t		4 7 8	AXT	NE2	15	15.N.C 15.E.V 15.2.T	1.6 3.0 1.0	ŋ̍/ŋØ/ə¹³	0
2002	Wenzhou	fish	ŋ øy ³⁴¹	fish/鱼	N	402	260	228	128	鱼	鱼		魚	i n t		4 7 8	AXT	NU6	17	17.N.C 17.U.V 17.6.T	1.6 3.0 1.0	ŋøy³⁴¹	0
2003	Changsha	fish	y ¹³	fish/鱼	N	402	260	228	128	鱼	鱼		魚	n t		7 8	XT	Y2	2	2.Y.V 2.2.T	3.0 1.0	y¹³	0
