# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
479	Xiamen	if	n ã ⁵⁵ + s i ²²	if/若 _be/是	C Pron	120 121	474	384	223	若是	若 是		如果	i n t + i n t		4 7 8 9 3 7 8	AXT_AXT	NA5_SI1	19	19.N.C 19.A.V 19.5.T 19._._ 19.S.C 19.I.V 19.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	nã⁵⁵+si²²	0
#
2132	Beijing	in	ts ai ⁵¹	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA3	1	1.C.C 1.A.V 1.3.T	1.6 3.0 1.0	tsai⁵¹	0
2133	Ha_erbin	in	ts ai ⁵³	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA3	7	7.C.C 7.A.V 7.3.T	1.6 3.0 1.0	tsai⁵³	0
2134	Jinan	in	ts ɛ ³¹	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CE3	8	8.C.C 8.E.V 8.3.T	1.6 3.0 1.0	tsɛ³¹	0
2135	Rongcheng	in	ts ai ³³⁴	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA6	14	14.C.C 14.A.V 14.6.T	1.6 3.0 1.0	tsai³³⁴	0
2136	Taiyuan	in	ts ai ⁴⁵	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA2	16	16.C.C 16.A.V 16.2.T	1.6 3.0 1.0	tsai⁴⁵	0
2137	Xi_an	in	ts ɛ ⁴⁴	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CE5	18	18.C.C 18.E.V 18.5.T	1.6 3.0 1.0	tsɛ⁴⁴	0
2138	Chengdu	in	ts ai ²¹³	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA6	3	3.C.C 3.A.V 3.6.T	1.6 3.0 1.0	tsai²¹³	0
2139	Nanjing	in	ts ɛ ⁴⁴	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CE5	13	13.C.C 13.E.V 13.5.T	1.6 3.0 1.0	tsɛ⁴⁴	0
2140	Jixi	in	tsʰ a ³⁵	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA2	9	9.C.C 9.A.V 9.2.T	1.6 3.0 1.0	tsʰa³⁵	0
2141	Suzhou	in	l ə ʔ ²³	be.at/在	P	416	485	385	225	在	在		在	i n c t		5 7 1 8	AXLT	LEH2	15	15.L.C 15.E.V 15.H.c 15.2.T	1.6 3.0 1.1 1.0	ləʔ²³	0
2142	Wenzhou	in	z ɿ ²⁴²	be.at/在	P	416	485	385	225	在	在		在	i n t		3 7 8	AXT	SI6	17	17.S.C 17.I.V 17.6.T	1.6 3.0 1.0	zɿ²⁴²	0
2143	Wenzhou	in	ɕ ɥ o ⁴¹	be.at/宿	P	357	487	386	227	宿	宿		在	i m n t		3 6 7 8	ACXT	SJU3	17	17.S.C 17.J.C 17.U.V 17.3.T	1.6 1.2 3.0 1.0	ɕɥo⁴¹	0
2144	Changsha	in	ts ai ¹¹	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA1	2	2.C.C 2.A.V 2.1.T	1.6 3.0 1.0	tsai¹¹	0
2145	Loudi	in	tsʰ e ¹¹	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CE1	10	10.C.C 10.E.V 10.1.T	1.6 3.0 1.0	tsʰe¹¹	0
2146	Nanchang	in	tsʰ ai ²¹	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA3	12	12.C.C 12.A.V 12.3.T	1.6 3.0 1.0	tsʰai²¹	0
2147	Meixian	in	h oi ⁵³	be.at/在	P	416	485	385	225	在	在		在	i n t		3 7 8	AXT	HU3	11	11.H.C 11.U.V 11.3.T	1.6 3.0 1.0	hoi⁵³	0
2148	Guilin	in	ts ai ²³	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CA2	6	6.C.C 6.A.V 6.2.T	1.6 3.0 1.0	tsai²³	0
2149	Guangzhou	in	ts ɔi ²²	be.at/在	P	416	485	385	225	在	在		在	i n t		2 7 8	AXT	CU1	5	5.C.C 5.U.V 5.1.T	1.6 3.0 1.0	tsɔi²²	0
2150	Fuzhou	in	t w o ʔ ⁵	reach/着	P	791	486	387	226	着	着		在	i m n c t		1 6 7 1 8	ACXLT	TWUH6	4	4.T.C 4.W.C 4.U.V 4.H.c 4.6.T	1.6 1.2 3.0 1.1 1.0	twoʔ⁵	0
2151	Xiamen	in	t i ²²	be.at/在	P	416	485	385	225	在	在		在	i n t		1 7 8	AXT	TI1	19	19.T.C 19.I.V 19.1.T	1.6 3.0 1.0	ti²²	0
#
544	Beijing	kill	ʂ a̠ ⁵⁵	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA5	1	1.S.C 1.A.V 1.5.T	1.6 3.0 1.0	ʂa̠⁵⁵	0
545	Ha_erbin	kill	ʂ a ⁴⁴	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA5	7	7.S.C 7.A.V 7.5.T	1.6 3.0 1.0	ʂa⁴⁴	0
546	Jinan	kill	ʂ a ²¹⁴	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA6	8	8.S.C 8.A.V 8.6.T	1.6 3.0 1.0	ʂa²¹⁴	0
547	Rongcheng	kill	ʂ a ²¹⁴	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA6	14	14.S.C 14.A.V 14.6.T	1.6 3.0 1.0	ʂa²¹⁴	0
548	Taiyuan	kill	s a ʔ ²	kill/杀	V	135	488	120	228	杀	杀		殺	i n c t		3 7 1 8	AXLT	SAH6	16	16.S.C 16.A.V 16.H.c 16.6.T	1.6 3.0 1.1 1.0	saʔ²	0
549	Xi_an	kill	s ɑ ²¹	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA3	18	18.S.C 18.A.V 18.3.T	1.6 3.0 1.0	sɑ²¹	0
550	Chengdu	kill	s a ²¹	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA3	3	3.S.C 3.A.V 3.3.T	1.6 3.0 1.0	sa²¹	0
551	Chengdu	kill	ts ai ⁵³	slaughter/宰	V	136	490	116	230	宰	宰		殺	i n t		2 7 8	AXT	CA3	3	3.C.C 3.A.V 3.3.T	1.6 3.0 1.0	tsai⁵³	1
552	Nanjing	kill	s ɑ ʔ ⁵	kill/杀	V	135	488	120	228	杀	杀		殺	i n c t		3 7 1 8	AXLT	SAH6	13	13.S.C 13.A.V 13.H.c 13.6.T	1.6 3.0 1.1 1.0	sɑʔ⁵	0
553	Jixi	kill	s a ʔ ³²	kill/杀	V	135	488	120	228	杀	杀		殺	i n c t		3 7 1 8	AXLT	SAH3	9	9.S.C 9.A.V 9.H.c 9.3.T	1.6 3.0 1.1 1.0	saʔ³²	0
554	Suzhou	kill	s a ʔ ⁴	kill/杀	V	135	488	120	228	杀	杀		殺	i n c t		3 7 1 8	AXLT	SAH6	15	15.S.C 15.A.V 15.H.c 15.6.T	1.6 3.0 1.1 1.0	saʔ⁴	0
555	Wenzhou	kill	s a ⁴¹	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA3	17	17.S.C 17.A.V 17.3.T	1.6 3.0 1.0	sa⁴¹	0
556	Changsha	kill	s a ²⁴	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA2	2	2.S.C 2.A.V 2.2.T	1.6 3.0 1.0	sa²⁴	0
557	Loudi	kill	s a ¹³	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA2	10	10.S.C 10.A.V 10.2.T	1.6 3.0 1.0	sa¹³	0
558	Nanchang	kill	s a t ⁵	kill/杀	V	135	488	120	228	杀	杀		殺	i n c t		3 7 1 8	AXLT	SAT6	12	12.S.C 12.A.V 12.T.c 12.6.T	1.6 3.0 1.1 1.0	sat⁵	0
559	Meixian	kill	s a t ¹	kill/杀	V	135	488	120	228	杀	杀		殺	i n c t		3 7 1 8	AXLT	SAT6	11	11.S.C 11.A.V 11.T.c 11.6.T	1.6 3.0 1.1 1.0	sat¹	1
560	Guilin	kill	s a̠ ⁵⁵	kill/杀	V	135	488	120	228	杀	杀		殺	i n t		3 7 8	AXT	SA5	6	6.S.C 6.A.V 6.5.T	1.6 3.0 1.0	sa̠⁵⁵	0
561	Guangzhou	kill	s a t ³	kill/杀	V	135	488	120	228	杀	杀		殺	i n c t		3 7 1 8	AXLT	SAT6	5	5.S.C 5.A.V 5.T.c 5.6.T	1.6 3.0 1.1 1.0	sat³	0
562	Fuzhou	kill	tʰ ai ⁵³	kill/刣	V	137	489	388	229	台+刂	刣		殺	i n t		1 7 8	AXT	TA3	4	4.T.C 4.A.V 4.3.T	1.6 3.0 1.0	tʰai⁵³	0
563	Xiamen	kill	tʰ ai ²⁴	kill/刣	V	137	489	388	229	台+刂	刣		殺	i n t		1 7 8	AXT	TA2	19	19.T.C 19.A.V 19.2.T	1.6 3.0 1.0	tʰai²⁴	0
#
1540	Beijing	knee	tɕʰ i ⁵⁵	knee/膝	N	333	15	389	231	膝	膝		膝	i n t	earlier: //p o ³⁵ + l ə ŋ ⁰ + k */ai ⁵¹//	2 7 8	AXT	CI5	1	1.C.C 1.I.V 1.5.T	1.6 3.0 1.0	tɕʰi⁵⁵	0
1542	Ha_erbin	knee	p ɤ ²¹³ + l ə ŋ ⁰ + k a ⁵³	knee/波 knee/leng cover/盖	N N N	337 340 334	493	390	231	簸棱盖儿	簸 棱 盖		膝	i n t + i n c t + i n t		1 7 8 9 5 7 4 8 9 1 7 8	AXT_AXLT_AXT	PE6_LEN6_KA3	7	7.P.C 7.E.V 7.6.T 7._._ 7.L.C 7.E.V 7.N.c 7.6.T 7._._ 7.K.C 7.A.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	pɤ²¹³+ləŋ⁰+ka⁵³	0
1543	Jinan	knee	tɕʰ i ²¹⁴ + k a ²¹	knee/膝 cover/盖	N N	333 336	491	391	231	膝盖儿	膝 盖		膝	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CI6_KA3	8	8.C.C 8.I.V 8.6.T 8._._ 8.K.C 8.A.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕʰi²¹⁴+ka²¹	0
1544	Rongcheng	knee	p ɔ ⁵² + l ə ⁰ + k ai ³³⁴	knee/波 knee/leng cover/蓋	N N N	337 340 334	493	390	231	波棱蓋	波 棱 蓋		膝	i n t + i n t + i n t		1 7 8 9 5 7 8 9 1 7 8	AXT_AXT_AXT	PU3_LE6_KA6	14	14.P.C 14.U.V 14.3.T 14._._ 14.L.C 14.E.V 14.6.T 14._._ 14.K.C 14.A.V 14.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	pɔ⁵²+lə⁰+kai³³⁴	0
1546	Taiyuan	knee	ɕ j ə ʔ ² + k ai ⁴⁵	knee/膝 cover/蓋	N N	333 334	491	392	231	膝蓋	膝 蓋		膝	i m n c t + i n t		3 6 7 1 8 9 1 7 8	ACXLT_AXT	SJEH6_KA2	16	16.S.C 16.J.C 16.E.V 16.H.c 16.6.T 16._._ 16.K.C 16.A.V 16.2.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ɕjəʔ²+kai⁴⁵	0
1548	Xi_an	knee	kʰ ɯ ²¹ + tɕʰ i ²¹ + k ɛ ⁴⁴	knee/克 knee/膝 _cover/蓋	N N N	338 333 334	48	393	231	克～膝蓋	克 膝 蓋		膝	i n t + i n t + i n t		1 7 8 9 2 7 8 9 1 7 8	AXT_AXT_AXT	KI3_CI3_KE5	18	18.K.C 18.I.V 18.3.T 18._._ 18.C.C 18.I.V 18.3.T 18._._ 18.K.C 18.E.V 18.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰɯ²¹+tɕʰi²¹+kɛ⁴⁴	0
1549	Chengdu	knee	kʰ e ²¹ + ɕ i ²¹ + tʰ ə ²¹	knee/克 knee/膝 _head:SUF/頭	N N S	338 333 319	48	394	231	克～膝头儿	克 膝 头		膝	i n t + i n t + i n t		1 7 8 9 3 7 8 9 1 7 8	AXT_AXT_AXT	KE3_SI3_TE3	3	3.K.C 3.E.V 3.3.T 3._._ 3.S.C 3.I.V 3.3.T 3._._ 3.T.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰe²¹+ɕi²¹+tʰə²¹	0
1551	Nanjing	knee	p o ³¹ + l o ¹³ + k ə ⁴⁴	knee/波 knee/羅 cover/蓋	N N N	337 340 334	493	390	231	波羅蓋兒	波 羅 蓋		膝	i n t + i n t + i n t		1 7 8 9 5 7 8 9 1 7 8	AXT_AXT_AXT	PU3_LU2_KE5	13	13.P.C 13.U.V 13.3.T 13._._ 13.L.C 13.U.V 13.2.T 13._._ 13.K.C 13.E.V 13.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	po³¹+lo¹³+kə⁴⁴	0
1553	Jixi	knee	tɕ ɥ o ʔ ³² + ɕ j e ʔ ⁵⁵ + tʰ i ⁴⁴	_foot/腳 knee/膝 head:SUF/頭	N N S	277 333 319	47	395	231	腳膝頭	腳 膝 頭		膝	i m n c t + i m n c t + i n t		2 6 7 1 8 9 3 6 7 1 8 9 1 7 8	ACXLT_ACXLT_AXT	CJUH3_SJEH5_TI5	9	9.C.C 9.J.C 9.U.V 9.H.c 9.3.T 9._._ 9.S.C 9.J.C 9.E.V 9.H.c 9.5.T 9._._ 9.T.C 9.I.V 9.5.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tɕɥoʔ³²+ɕjeʔ⁵⁵+tʰi⁴⁴	0
1554	Suzhou	knee	tɕ j ɑ ʔ ⁴ + m ø ¹³ + d ʏ ¹³	foot/腳 knee/饅 _head:SUF/頭	N N S	277 341 319	42	396	231	腳饅頭	腳 饅 頭		膝	i m n c t + i n t + i n t		2 6 7 1 8 9 4 7 8 9 1 7 8	ACXLT_AXT_AXT	CJAH6_MU2_TY2	15	15.C.C 15.J.C 15.A.V 15.H.c 15.6.T 15._._ 15.M.C 15.U.V 15.2.T 15._._ 15.T.C 15.Y.V 15.2.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕjɑʔ⁴+mø¹³+dʏ¹³	0
1555	Wenzhou	knee	tɕ j a ³¹ + kʰ ø ⁴¹ + d ɤu ³⁴¹	foot/腳 knee/胐 _head:SUF/頭	N N S	277 342 319	43	397	231	腳月+出頭	腳 胐 頭		膝	i m n t + i n t + i n t		2 6 7 8 9 1 7 8 9 1 7 8	ACXT_AXT_AXT	CJA3_KU3_TE6	17	17.C.C 17.J.C 17.A.V 17.3.T 17._._ 17.K.C 17.U.V 17.3.T 17._._ 17.T.C 17.E.V 17.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕja³¹+kʰø⁴¹+dɤu³⁴¹	0
1558	Changsha	knee	ɕ i ²⁴ + t əu ¹³ + k u ⁰	knee/膝 head:SUF/頭 _bone/骨	N S N	333 319 94	13	398	231	膝頭骨	膝 頭 骨		膝	i n t + i n t + i n t		3 7 8 9 1 7 8 9 1 7 8	AXT_AXT_AXT	SI2_TE2_KY6	2	2.S.C 2.I.V 2.2.T 2._._ 2.T.C 2.E.V 2.2.T 2._._ 2.K.C 2.Y.V 2.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɕi²⁴+təu¹³+ku⁰	0
1560	Loudi	knee	tɕʰ i ¹³ + d j ɤ ¹³ + k u ⁰	knee/膝 head:SUF/頭 _bone/骨	N S N	333 319 94	13	398	231	膝頭骨	膝 頭 骨		膝	i n t + i m n t + i n t		2 7 8 9 1 6 7 8 9 1 7 8	AXT_ACXT_AXT	CI2_TJE2_KY6	10	10.C.C 10.I.V 10.2.T 10._._ 10.T.C 10.J.C 10.E.V 10.2.T 10._._ 10.K.C 10.Y.V 10.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	tɕʰi¹³+djɤ¹³+ku⁰	0
1562	Meixian	knee	tsʰ i t ¹ + tʰ eu ¹¹	knee/膝 head:SUF/頭	N S	333 319	13	399	231	膝頭	膝 頭		膝	i n c t + i n t		2 7 1 8 9 1 7 8	AXLT_AXT	CIT6_TE1	11	11.C.C 11.I.V 11.T.c 11.6.T 11._._ 11.T.C 11.E.V 11.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tsʰit¹+tʰeu¹¹	0
1563	Guilin	knee	ɕ y ⁵⁵ + t ai ²²	knee/膝 head:SUF/頭	N S	333 319	13	399	231	膝頭	膝 頭		膝	i n t + i n t		3 7 8 9 1 7 8	AXT_AXT	SY5_TA1	6	6.S.C 6.Y.V 6.5.T 6._._ 6.T.C 6.A.V 6.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɕy⁵⁵+tai²²	0
1564	Guangzhou	knee	s ɐ t ⁵ + tʰ ɐu ²¹	knee/膝 head:SUF/頭	N S	333 319	13	399	231	膝頭	膝 頭		膝	i n c t + i n t		3 7 1 8 9 1 7 8	AXLT_AXT	SET6_TE3	5	5.S.C 5.E.V 5.T.c 5.6.T 5._._ 5.T.C 5.E.V 5.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	sɐt⁵+tʰɐu²¹	0
1565	Fuzhou	knee	kʰ a ⁵⁵ + β/p u ʔ ²⁴ + tʰ au ⁵³	leg/骹 belly/腹 _head:SUF/頭	N N S	279 344 319	4	400	231	骨+交腹頭	骹 腹 頭		膝	i n t + i n c t + i n t		1 7 8 9 1 7 1 8 9 1 7 8	AXT_AXLT_AXT	KA5_PYH2_TA3	4	4.K.C 4.A.V 4.5.T 4._._ 4.P.C 4.Y.V 4.H.c 4.2.T 4._._ 4.T.C 4.A.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	kʰa⁵⁵+β/puʔ²⁴+tʰau⁵³	0
1566	Xiamen	knee	kʰ a ²² + tʰ au ²⁴ + h u ⁵⁵	foot/腳 head:SUF/頭 knee/足夫	N S N	277 319 345	2	401	231	腳頭足+夫	腳 頭 足夫		膝	i n t + i n t + i n t	趺 is the back of the foot	1 7 8 9 1 7 8 9 3 7 8	AXT_AXT_AXT	KA1_TA2_HY5	19	19.K.C 19.A.V 19.1.T 19._._ 19.T.C 19.A.V 19.2.T 19._._ 19.H.C 19.Y.V 19.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰa²²+tʰau²⁴+hu⁵⁵	0
#
2314	Beijing	know	ʈʂ ʅ ⁵⁵ + t ɑu ⁵¹	know/知 know/道	V V	494 495	510	402	232	知道	知 道		知道	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CI5_TA3	1	1.C.C 1.I.V 1.5.T 1._._ 1.T.C 1.A.V 1.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʈʂʅ⁵⁵+tɑu⁵¹	0
2315	Ha_erbin	know	ʈʂ ʅ ⁴⁴ + t au ⁵³	know/知 know/道	V V	494 495	510	402	232	知道	知 道		知道	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CI5_TA3	7	7.C.C 7.I.V 7.5.T 7._._ 7.T.C 7.A.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʈʂʅ⁴⁴+tau⁵³	0
2316	Jinan	know	ʈʂ ʅ ²¹⁴ + t ɔ ³¹	know/知 know/道	V V	494 495	510	402	232	知道	知 道		知道	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CI6_TU3	8	8.C.C 8.I.V 8.6.T 8._._ 8.T.C 8.U.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʈʂʅ²¹⁴+tɔ³¹	0
2317	Rongcheng	know	tʃ i ⁵² + t au ³³⁴	know/知 know/道	V V	494 495	510	402	232	知道	知 道		知道	i n t + i n t		1 7 8 9 1 7 8	AXT_AXT	TI3_TA6	14	14.T.C 14.I.V 14.3.T 14._._ 14.T.C 14.A.V 14.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tʃi⁵²+tau³³⁴	0
2318	Taiyuan	know	ts ɿ ²¹ + t au ⁴⁵	know/知 know/道	V V	494 495	510	402	232	知道	知 道		知道	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CI3_TA2	16	16.C.C 16.I.V 16.3.T 16._._ 16.T.C 16.A.V 16.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsɿ²¹+tau⁴⁵	0
2319	Xi_an	know	ʈʂ ʅ ²¹ + t ɑu ⁰	know/知 know/道	V V	494 495	510	402	232	知道	知 道		知道	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CI3_TA6	18	18.C.C 18.I.V 18.3.T 18._._ 18.T.C 18.A.V 18.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʈʂʅ²¹+tɑu⁰	0
2322	Nanjing	know	ʈʂ ʅ ³¹ + t ɔ ⁴⁴	know/知 know/道	V V	494 495	510	402	232	知道	知 道		知道	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CI3_TU5	13	13.C.C 13.I.V 13.3.T 13._._ 13.T.C 13.U.V 13.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʈʂʅ³¹+tɔ⁴⁴	0
2323	Jixi	know	ɕ j e ²¹³ + t j e ⁴⁴	know/晓 reach/得	V V	497 256	512	403	232	晓得	晓 得		知道	i m n t + i m n t		3 6 7 8 9 1 6 7 8	ACXT_ACXT	SJE6_TJE5	9	9.S.C 9.J.C 9.E.V 9.6.T 9._._ 9.T.C 9.J.C 9.E.V 9.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ɕje²¹³+tje⁴⁴	0
2324	Suzhou	know	ɕ j æ ⁵² + t ə ʔ ⁰	know/晓 reach/得	V V	497 256	512	403	232	晓得	晓 得		知道	i m n t + i n c t		3 6 7 8 9 1 7 1 8	ACXT_AXLT	SJE3_TEH6	15	15.S.C 15.J.C 15.E.V 15.3.T 15._._ 15.T.C 15.E.V 15.H.c 15.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ɕjæ⁵²+təʔ⁰	0
2325	Wenzhou	know	ɕ j a ²⁴² + t e ⁰	know/晓 reach/得	V V	497 256	512	403	232	晓得	晓 得		知道	i m n t + i n t		3 6 7 8 9 1 7 8	ACXT_AXT	SJA6_TE6	17	17.S.C 17.J.C 17.A.V 17.6.T 17._._ 17.T.C 17.E.V 17.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ɕja²⁴²+te⁰	0
2327	Changsha	know	ɕ j au ⁴¹ + t ə ⁰	know/晓 reach/得	V V	497 256	512	403	232	晓得	晓 得		知道	i m n t + i n t		3 6 7 8 9 1 7 8	ACXT_AXT	SJA3_TE6	2	2.S.C 2.J.C 2.A.V 2.3.T 2._._ 2.T.C 2.E.V 2.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ɕjau⁴¹+tə⁰	0
2328	Loudi	know	ɕ j ɤ ²¹ + t e ¹³	know/晓 reach/得	V V	497 256	512	403	232	晓得	晓 得		知道	i m n t + i n t		3 6 7 8 9 1 7 8	ACXT_AXT	SJE3_TE2	10	10.S.C 10.J.C 10.E.V 10.3.T 10._._ 10.T.C 10.E.V 10.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ɕjɤ²¹+te¹³	0
2329	Nanchang	know	ɕ j ɛu ²¹³ + t ɛ t ⁰	know/晓 reach/得	V V	497 256	512	403	232	晓得	晓 得		知道	i m n t + i n c t		3 6 7 8 9 1 7 1 8	ACXT_AXLT	SJE6_TET6	12	12.S.C 12.J.C 12.E.V 12.6.T 12._._ 12.T.C 12.E.V 12.T.c 12.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ɕjɛu²¹³+tɛt⁰	0
2330	Meixian	know	t i ³³ + t e t ¹	know/知 reach/得	V V	494 256	510	404	232	3知得	知 得		知道	i n t + i n c t		1 7 8 9 1 7 1 8	AXT_AXLT	TI4_TET6	11	11.T.C 11.I.V 11.4.T 11._._ 11.T.C 11.E.V 11.T.c 11.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ti³³+tet¹	0
2331	Guilin	know	ɕ j ɑu ²³ + t j a̠ ⁵⁵	know/晓 reach/得	V V	497 256	512	403	232	晓得	晓 得		知道	i m n t + i m n t		3 6 7 8 9 1 6 7 8	ACXT_ACXT	SJA2_TJA5	6	6.S.C 6.J.C 6.A.V 6.2.T 6._._ 6.T.C 6.J.C 6.A.V 6.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ɕjɑu²³+tja̠⁵⁵	0
2333	Fuzhou	know	p ɛi ʔ ²⁴ + t w o ŋ ⁵³	know/仈 know/傳	V V	499 500	514	405	233	人+八传	仈 傳		知道	i n c t + i m n c t		1 7 1 8 9 1 6 7 4 8	AXLT_ACXLT	PEH2_TWUN3	4	4.P.C 4.E.V 4.H.c 4.2.T 4._._ 4.T.C 4.W.C 4.U.V 4.N.c 4.3.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	pɛiʔ²⁴+twoŋ⁵³	0
2336	Xiamen	know	ts ai ⁵⁵ + j ã ⁵³	know/知 know/影	V V	494 503	510	406	232	知影	知 影		知道	i n t + m n t		2 7 8 9 6 7 8	AXT_AXT	CA5_JA3	19	19.C.C 19.A.V 19.5.T 19._._ 19.J.C 19.A.V 19.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsai⁵⁵+jã⁵³	0
#
3544	Beijing	lake	x u ³⁵	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	GY2	1	1.G.C 1.Y.V 1.2.T	1.6 3.0 1.0	xu³⁵	0
3545	Ha_erbin	lake	x u ²⁴	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	GY2	7	7.G.C 7.Y.V 7.2.T	1.6 3.0 1.0	xu²⁴	0
3546	Jinan	lake	x u ⁵³	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	GY3	8	8.G.C 8.Y.V 8.3.T	1.6 3.0 1.0	xu⁵³	0
3547	Rongcheng	lake	x u ³⁵	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	GY2	14	14.G.C 14.Y.V 14.2.T	1.6 3.0 1.0	xu³⁵	0
3548	Taiyuan	lake	x u ²¹	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	GY3	16	16.G.C 16.Y.V 16.3.T	1.6 3.0 1.0	xu²¹	0
