ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	CHARACTERS	COGIDS	MORPHEMES	STRICTID	LOOSEID	COMMONID	SALIENTID
3203	Meixian	liver	lon³³	lon³³	l o n ³³		肝	553	liver/肝	744	305	604	613
3204	Guilin	liver	kuɑ⁴²	kuɑ⁴²	k w ɑ ⁴²		肝	619	liver/肝	742	303	602	611
3205	Guangzhou	liver	kɔn⁵³	kɔn⁵³	k ɔ n ⁵³		肝	619	liver/肝	742	303	602	611
3206	Fuzhou	liver	kaŋ⁵⁵	kaŋ⁵⁵	k a ŋ ⁵⁵		肝	619	liver/肝	742	303	602	611
3207	Xiamen	liver	kuã⁵⁵	kuã⁵⁵	k w ã ⁵⁵		肝	619	liver/肝	742	303	602	611
419	Beijing	long	tʂʰɑŋ³⁵	tʂʰɑŋ³⁵	ʈʂʰ ɑ ŋ ³⁵		長	112	long/長	93	306	605	82
420	Haerbin	long	tʂʰaŋ²⁴	tʂʰaŋ²⁴	ʈʂʰ a ŋ ²⁴		長	112	long/長	93	306	605	82
421	Jinan	long	tsʰɑŋ⁵³	tsʰɑŋ⁵³	tsʰ ɑ ŋ ⁵³		長	112	long/長	93	306	605	82
422	Rongcheng	long	tʂʰaŋ³⁵	tʂʰaŋ³⁵	ʈʂʰ a ŋ ³⁵		長	112	long/長	93	306	605	82
423	Taiyuan	long	tsʰɒ̃²¹	tsʰɒ̃²¹	tsʰ ɒ̃ ²¹		長	112	long/長	93	306	605	82
424	XiAn	long	tʂʰɑŋ²⁴	tʂʰɑŋ²⁴	ʈʂʰ ɑ ŋ ²⁴		長	112	long/長	93	306	605	82
425	Chengdu	long	tsʰaŋ²¹	tsʰaŋ²¹	tsʰ a ŋ ²¹		長	112	long/長	93	306	605	82
426	Nanjing	long	tsʰɑ̃¹³	tsʰɑ̃¹³	tsʰ ɑ̃ ¹³		長	112	long/長	93	306	605	82
427	Jixi	long	tɕʰiõ⁴⁴	tɕʰiõ⁴⁴	tɕʰ j õ ⁴⁴		長	112	long/長	93	306	605	82
428	Suzhou	long	zã¹³	zã¹³	z ã ¹³		長	112	long/長	93	306	605	82
429	Wenzhou	long	dʑi³⁴¹	dʑi³⁴¹	dʑ i ³⁴¹		長	112	long/長	93	306	605	82
430	Changsha	long	tsan¹³	tsan¹³	ts a n ¹³		長	112	long/長	93	306	605	82
431	Loudi	long	dʑɔŋ¹³	dʑɔŋ¹³	dʑ ɔ ŋ ¹³		長	112	long/長	93	306	605	82
432	Nanchang	long	tsʰɔŋ²⁴	tsʰɔŋ²⁴	tsʰ ɔ ŋ ²⁴		長	112	long/長	93	306	605	82
433	Meixian	long	tsʰoŋ¹¹	tsʰoŋ¹¹	tsʰ o ŋ ¹¹		長	112	long/長	93	306	605	82
434	Guilin	long	tsɑŋ²²	tsɑŋ²²	ts ɑ ŋ ²²		長	112	long/長	93	306	605	82
435	Guangzhou	long	tsʰœŋ²¹	tsʰœŋ²¹	tsʰ œ ŋ ²¹		長	112	long/長	93	306	605	82
436	Fuzhou	long	tuoŋ⁵³	tuoŋ⁵³	t w o ŋ ⁵³		長	112	long/長	93	306	605	82
437	Xiamen	long	tŋ̍²⁴	tŋ̍²⁴	t ŋ̍ ²⁴		長	112	long/長	93	306	605	82
710	Beijing	louse	ʂʅ⁵⁵	ʂʅ⁵⁵	ʂ ʅ ⁵⁵		虱	155	louse/虱	163	307	606	138
711	Haerbin	louse	ʂʅ⁴⁴ tsɿ⁰	ʂʅ⁴⁴ tsɿ⁰	ʂ ʅ ⁴⁴ + ts ɿ ⁰		虱 子	155 19	louse/虱 -child:SUF/子	164	307	606	139
712	Jinan	louse	ʂʅ²¹⁴⁻²¹ tsɿ⁰	ʂʅ²¹⁴⁻²¹ tsɿ⁰	ʂ ʅ ²¹⁴ + ts ɿ ⁰		虱 子	155 19	louse/虱 -child:SUF/子	164	307	606	139
713	Rongcheng	louse	ʂʅ⁵²	ʂʅ⁵²	ʂ ʅ ⁵²		虱	155	louse/虱	163	307	606	138
714	Taiyuan	louse	səʔ²	səʔ²	s ə ʔ ²		虱	155	louse/虱	163	307	606	138
715	Taiyuan	louse	səʔ² tsəʔ⁰	səʔ² tsəʔ⁰	s ə ʔ ² + ts ə ʔ ⁰	!b	虱 子	893 894	louse/虱 -child:SUF/子	165	310	616	140
716	XiAn	louse	sei²¹	sei²¹	s ei ²¹		虱	155	louse/虱	163	307	606	138
717	Chengdu	louse	se²¹⁻⁵⁵ tsɿ⁵³	se²¹⁻⁵⁵ tsɿ⁵³	s e ²¹ + ts ɿ ⁵³		虱 子	155 19	louse/虱 -child:SUF/子	164	307	606	139
718	Nanjing	louse	seʔ⁵ tsɿ⁰	seʔ⁵ tsɿ⁰	s e ʔ ⁵ + ts ɿ ⁰		虱 子	155 19	louse/虱 -child:SUF/子	164	307	606	139
719	Jixi	louse	ɕieʔ³²* tsɿ⁰	ɕieʔ³²* tsɿ⁰	ɕ j e ʔ ³² + ts ɿ ⁰	!b	虱 子	895 896	louse/虱 -child:SUF/子	166	308	610	141
720	Suzhou	louse	diæ¹³⁻²² səʔ⁴	diæ¹³⁻²² səʔ⁴	d j æ ¹³ + s ə ʔ ⁴		跳 虱	156 155	_jump/跳 louse/虱	167	307	606	138
721	Wenzhou	louse	sai⁴¹	sai⁴¹	s ai ⁴¹		虱	155	louse/虱	163	307	606	138
723	Changsha	louse	sɿ²⁴ po¹³ tsɿ⁰	sɿ²⁴ po¹³ tsɿ⁰	s ɿ ²⁴ + p o ¹³ + ts ɿ ⁰		虱 婆 子	155 28 19	louse/虱 woman/婆 -child:SUF/子	168	307	606	142
724	Loudi	louse	ɕe¹³ bu¹³⁻³³ sɿ⁰	ɕe¹³ bu¹³⁻³³ sɿ⁰	ɕ e ¹³ + b u ¹³ + s ɿ ⁰		虱 婆 子	155 28 19	louse/虱 woman/婆 -child:SUF/子	168	307	606	142
725	Nanchang	louse	sət⁵	sət⁵	s ə t ⁵		虱	155	louse/虱	163	307	606	138
726	Meixian	louse	set¹ ma¹¹	set¹ ma¹¹	s e t ¹ + m a ¹¹		虱 嫲	155 146	louse/虱 ma/嫲	169	307	606	143
727	Guilin	louse	sɤ⁵⁵	sɤ⁵⁵	s ɤ ⁵⁵		虱	155	louse/虱	163	307	606	138
728	Guangzhou	louse	sɐt⁵	sɐt⁵	s ɐ t ⁵		虱	155	louse/虱	163	307	606	138
729	Fuzhou	louse	sɛiʔ²⁴*⁻³⁵* mo³²	sɛiʔ²⁴*⁻³⁵* mo³²	s ɛi ʔ ²⁴ + m o ³²		虱 母	155 157	louse/虱 mother/母	170	307	606	144
730	Xiamen	louse	ka⁵⁵⁻²² tsau⁵³	ka⁵⁵⁻²² tsau⁵³	k a ⁵⁵ + ts au ⁵³		家 叉+蟲	42 158	family/家 louse/叉+蟲	171	309	614	145
4192	Beijing	man	nan³⁵ ʐən³⁵	nan³⁵ ʐən³⁵	n a n ³⁵ + ʐ ə n ³⁵		男 人	471 38	male/男 _person/人	522	311	618	434
4193	Haerbin	man	ta⁵³ lau²¹³⁻²¹ ɛ²⁴ mər⁰	ta⁵³ lau²¹³⁻²¹ ɛ²⁴ mər⁰	t a ⁵³ + l au ²¹³ + ɛ ²⁴ + m ə ⁰		大 老 爺 們	34 27 242 195	big/大 old/老 father/爺 :PL/們	971	312	622	788
4194	Haerbin	man	lau²¹³⁻²¹ iɛ²⁴ mər⁰	lau²¹³⁻²¹ iɛ²⁴ mər⁰	l au ²¹³ + j ɛ ²⁴ + m ə ⁰		老 爺 們	27 242 195	old/老 father/爺 _:PL/們	972	312	622	789
4195	Jinan	man	næ̃⁵³⁻⁴⁵ ʐẽ⁰	næ̃⁵³⁻⁴⁵ ʐẽ⁰	n æ̃ ⁵³ + ʐ ẽ ⁰		男 人	471 38	male/男 _person/人	522	311	618	434
4196	Rongcheng	man	nɐn³⁵ in⁰	nɐn³⁵ in⁰	n ɐ n ³⁵ + i n ⁰		男 人	471 38	male/男 _person/人	522	311	618	434
4197	Taiyuan	man	næ̃²¹ zəŋ²¹	næ̃²¹ zəŋ²¹	n æ̃ ²¹ + z ə ŋ ²¹		男 人	471 38	male/男 _person/人	522	311	618	434
4198	XiAn	man	næ̃²⁴ ʐẽ⁰	næ̃²⁴ ʐẽ⁰	n æ̃ ²⁴ + ʐ ẽ ⁰		男 人	471 38	male/男 _person/人	522	311	618	434
4199	Chengdu	man	nan²¹⁻⁵⁵ zən²¹	nan²¹⁻⁵⁵ zən²¹	n a n ²¹ + z ə n ²¹		男 人	471 38	male/男 _person/人	522	311	618	434
4200	Chengdu	man	nan²¹⁻⁵⁵ ni⁵⁵	nan²¹⁻⁵⁵ ni⁵⁵	n a n ²¹ + n i ⁵⁵		男 的	471 40	male/男 _:GEN/的	523	311	618	434
4201	Nanjing	man	lɑ̃¹³ ʐən¹³	lɑ̃¹³ ʐən¹³	l ɑ̃ ¹³ + ʐ ə n ¹³		男 人	471 38	male/男 _person/人	522	311	618	434
4202	Jixi	man	nɔ⁴⁴ nɤ⁰	nɔ⁴⁴ nɤ⁰	n ɔ ⁴⁴ + n ɤ ⁰		男 仂	471 170	male/男 _person/仂	973	311	618	434
4203	Suzhou	man	nø¹³⁻²² ȵin¹³⁻³¹	nø¹³⁻²² ȵin¹³⁻³¹	n ø ¹³ + ɲ i n ¹³		男 人	471 38	male/男 _person/人	522	311	618	434
4204	Wenzhou	man	nø³⁴¹⁻²² tsɿ²⁴²⁻⁴⁵ kʰa⁴¹	nø³⁴¹⁻²² tsɿ²⁴²⁻⁴⁵ kʰa⁴¹	n ø ³⁴¹ + ts ɿ ²⁴² + kʰ a ⁴¹		男 子 客	471 19 46	male/男 _-child:SUF/子 guest/客	974	311	618	790
4205	Changsha	man	lan¹³ ʐən¹³	lan¹³ ʐən¹³	l a n ¹³ + ʐ ə n ¹³		男 人	471 38	male/男 _person/人	522	311	618	434
4206	Changsha	man	lan¹³ ti⁰	lan¹³ ti⁰	l a n ¹³ + t i ⁰		男 的	471 40	male/男 _:GEN/的	523	311	618	434
4207	Changsha	man	lan¹³ ʐən⁰ ka⁰	lan¹³ ʐən⁰ ka⁰	l a n ¹³ + ʐ ə n ⁰ + k a ⁰		男 人 家	471 38 42	male/男 _person/人 _family/家	975	311	618	434
4208	Loudi	man	nã¹³ nin¹³⁻³³ ka⁴⁴⁻³³	nã¹³ nin¹³⁻³³ ka⁴⁴⁻³³	n ã ¹³ + n i n ¹³ + k a ⁴⁴		男 人 家	471 38 42	male/男 _person/人 _family/家	975	311	618	434
4209	Nanchang	man	lan⁴⁵ lɨn⁰	lan⁴⁵ lɨn⁰	l a n ⁴⁵ + l ɨ n ⁰		男 人	471 38	male/男 _person/人	522	311	618	434
4210	Meixian	man	nam¹¹ me³³ ŋin¹¹	nam¹¹ me³³ ŋin¹¹	n a m ¹¹ + m e ³³ + ŋ i n ¹¹		男 ? 人	471 38 820	male/男 _:SUF/? _person/人	976	311	618	434
4211	Guilin	man	lã²² liŋ²²	lã²² liŋ²²	l ã ²² + l i ŋ ²²		男 人	471 38	male/男 _person/人	522	311	618	434
4212	Guangzhou	man	nam²¹ liɐn²¹⁻³⁵	nam²¹ liɐn²¹⁻³⁵	n a m ²¹ + l j ɐ n ²¹	nam²¹ iɐn²¹⁻³⁵	男 人	471 38	male/男 _person/人	522	311	618	434
4213	Fuzhou	man	touŋ²¹²⁻²¹ muo³²⁻³⁵ nøyŋ⁵³	touŋ²¹²⁻²¹ muo³²⁻³⁵ nøyŋ⁵³	t ou ŋ ²¹² + m w o ³² + n øy ŋ ⁵³		丈 夫 儂	463 464 38	husband/丈 man/夫 _person/人	527	311	619	432
4214	Fuzhou	man	naŋ⁵³⁻²¹ ŋai²¹²	naŋ⁵³⁻²¹ ŋai²¹²	n a ŋ ⁵³ + ŋ ai ²¹²		男 界	471 738	male/男 _domain/界	977	311	618	434
4215	Xiamen	man	ta²²⁻³³ pɔ⁵⁵⁻³³ laŋ²⁴	ta²²⁻³³ pɔ⁵⁵⁻³³ laŋ²⁴	t a ²² + p ɔ ⁵⁵ + l a ŋ ²⁴		丈 夫 人	463 464 38	husband/丈 man/夫 _person/人	527	311	619	432
2969	Beijing	many	tuo⁵⁵	tuo⁵⁵	t w o ⁵⁵		多	595	many/多	708	313	633	585
2970	Haerbin	many	tuo⁴⁴	tuo⁴⁴	t w o ⁴⁴		多	595	many/多	708	313	633	585
2971	Jinan	many	tuɤ²¹⁴	tuɤ²¹⁴	t w ɤ ²¹⁴		多	595	many/多	708	313	633	585
2972	Rongcheng	many	tuɔ⁵²	tuɔ⁵²	t w ɔ ⁵²		多	595	many/多	708	313	633	585
2973	Taiyuan	many	tuo²¹	tuo²¹	t w o ²¹		多	595	many/多	708	313	633	585
2974	XiAn	many	tuo²¹	tuo²¹	t w o ²¹		多	595	many/多	708	313	633	585
2975	Chengdu	many	to⁴⁵	to⁴⁵	t o ⁴⁵		多	595	many/多	708	313	633	585
2976	Nanjing	many	to³¹	to³¹	t o ³¹		多	595	many/多	708	313	633	585
2977	Jixi	many	tɵ⁵⁵	tɵ⁵⁵	t ɵ ⁵⁵		多	595	many/多	708	313	633	585
2978	Suzhou	many	təu⁴⁴	təu⁴⁴	t əu ⁴⁴		多	595	many/多	708	313	633	585
2979	Wenzhou	many	tɤu⁴⁴	tɤu⁴⁴	t ɤu ⁴⁴		多	595	many/多	708	313	633	585
2980	Changsha	many	to³³	to³³	t o ³³		多	595	many/多	708	313	633	585
2981	Loudi	many	to⁴⁴	to⁴⁴	t o ⁴⁴		多	595	many/多	708	313	633	585
2982	Nanchang	many	to⁴²	to⁴²	t o ⁴²		多	595	many/多	708	313	633	585
2983	Meixian	many	to³³	to³³	t o ³³		多	595	many/多	708	313	633	585
2984	Guilin	many	tuo⁴²	tuo⁴²	t w o ⁴²		多	595	many/多	708	313	633	585
2985	Guangzhou	many	tɔ⁵³	tɔ⁵³	t ɔ ⁵³		多	595	many/多	708	313	633	585
2986	Fuzhou	many	sa²⁴²	sa²⁴²	s a ²⁴²		多	595	many/多	708	313	633	585
2987	Xiamen	many	tsue²²	tsue²²	ts w e ²²		多	595	many/多	708	313	633	585
4075	Beijing	mather	mi²¹⁴⁻²¹ tɕʰin⁵⁵	mi²¹⁴⁻²¹ tɕʰin⁵⁵	m i ²¹⁴ + tɕʰ i n ⁵⁵		母 親	157 612	mother/母 _sibling/親	914	314	635	740
4076	Haerbin	mather	m⁴⁴	m⁴⁴	m̩ ⁴⁴		媽	50	mother/媽	915	315	634	741
4077	Haerbin	mather	niaŋ²⁴	niaŋ²⁴	n j a ŋ ²⁴		娘	31	female/娘	916	315	638	742
4078	Jinan	mather	mu⁴⁵⁻²¹⁴ tɕiẽ⁰	mu⁴⁵⁻²¹⁴ tɕiẽ⁰	m u ⁴⁵ + tɕ j ẽ ⁰		母 親	157 612	mother/母 _sibling/親	914	314	635	740
4079	Rongcheng	mather	ma⁵²	ma⁵²	m a ⁵²		媽	50	mother/媽	915	315	634	741
4080	Taiyuan	mather	mu⁵³ tɕʰiŋ²¹	mu⁵³ tɕʰiŋ²¹	m u ⁵³ + tɕʰ i ŋ ²¹		母 親	157 612	mother/母 _sibling/親	914	314	635	740
4081	XiAn	mather	ma²¹	ma²¹	m a ²¹		媽	50	mother/媽	915	315	634	741
4082	Chengdu	mather	ma⁴⁵ ma⁵⁵	ma⁴⁵ ma⁵⁵	m a ⁴⁵ + m a ⁵⁵		媽 媽	50 808	mother/媽 _mother:RED/媽	917	315	634	741
4083	Nanjing	mather	mɑ³¹ mɑ⁰	mɑ³¹ mɑ⁰	m ɑ ³¹ + m ɑ ⁰		媽 媽	50 808	mother/媽 _mother:RED/媽	917	315	634	741
4084	Nanjing	mather	mu¹¹⁻²¹ tɕʰin⁰	mu¹¹⁻²¹ tɕʰin⁰	m u ¹¹ + tɕʰ i n ⁰		母 親	157 612	mother/母 _sibling/親	914	314	635	740
4085	Jixi	mather	mɔ³¹ mɔ⁰	mɔ³¹ mɔ⁰	m ɔ ³¹ + m ɔ ⁰		媽 媽	50 808	mother/媽 _mother:RED/媽	917	315	634	741
4086	Jixi	mather	mɵ²¹³⁻³¹ tɕʰiɑ̃⁵⁵	mɵ²¹³⁻³¹ tɕʰiɑ̃⁵⁵	m ɵ ²¹³ + tɕʰ j ɑ̃ ⁵⁵		母 親	157 612	mother/母 _sibling/親	914	314	635	740
4087	Jixi	mather	ȵiõ⁴⁴	ȵiõ⁴⁴	ɲ j õ ⁴⁴		娘	31	female/娘	916	315	638	742
4088	Suzhou	mather	m̩⁴⁴ mɑ⁴⁴⁻²¹	m̩⁴⁴ mɑ⁴⁴⁻²¹	m̩ ⁴⁴ + m ɑ ⁴⁴		姆 媽	713 50	mother/姆 mother/媽	918	315	634	743
4089	Wenzhou	mather	a⁴¹⁻² na⁴⁴	a⁴¹⁻² na⁴⁴	a ⁴¹ + n a ⁴⁴		阿 奶	614 128	_-sibling:PREF/阿 breast/奶	919	315	640	93
4090	Changsha	mather	mo⁴¹ tɕʰin³³	mo⁴¹ tɕʰin³³	m o ⁴¹ + tɕʰ i n ³³		母 親	157 612	mother/母 _sibling/親	914	314	635	740
4091	Changsha	mather	ȵian¹³	ȵian¹³	ɲ j a n ¹³		娘	31	female/娘	916	315	638	742
4092	Changsha	mather	ȵian¹³ lau⁰ tsɿ⁰	ȵian¹³ lau⁰ tsɿ⁰	ɲ j a n ¹³ + l au ⁰ + ts ɿ ⁰		娘 老 子	31 27 19	female/娘 old/老 _-child:SUF/子	920	315	638	744
4093	Changsha	mather	ma³³ ma³³	ma³³ ma³³	m a ³³ + m a ³³		媽 媽	50 803	mother/媽 _mother:RED/媽	921	315	634	741
4094	Changsha	mather	m̩³³ ma³³	m̩³³ ma³³	m̩ ³³ + m a ³³		姆 媽	713 50	mother/姆 mother/媽	918	315	634	743
4095	Loudi	mather	m̩¹¹ ma⁴²⁻¹	m̩¹¹ ma⁴²⁻¹	m̩ ¹¹ + m a ⁴²		姆 媽	713 50	mother/姆 mother/媽	918	315	634	743
4096	Nanchang	mather	mu²¹³ tɕʰin⁴²	mu²¹³ tɕʰin⁴²	m u ²¹³ + tɕʰ i n ⁴²		母 親	157 612	mother/母 _sibling/親	914	314	635	740
4097	Nanchang	mather	ȵiɔŋ⁴⁵	ȵiɔŋ⁴⁵	ɲ j ɔ ŋ ⁴⁵		娘	31	female/娘	916	315	638	742
4098	Meixian	mather	oi³³⁻³⁵ ie⁰	oi³³⁻³⁵ ie⁰	oi ³³ + j e ⁰		娭	714 692	mother/娭 mother/?	922	317	645	745
4099	Meixian	mather	a³³ me³³	a³³ me³³	a ³³ + m e ³³		阿 姆	614 713	_-sibling:PREF/阿 mother/姆	923	315	637	746
4100	Guilin	mather	tɕiᴀ²³	tɕiᴀ²³	tɕ j a̠ ²³		姐	715	sister/姐	924	316	644	747
4101	Guangzhou	mather	mou³⁵ tsʰɐn⁵³	mou³⁵ tsʰɐn⁵³	m ou ³⁵ + tsʰ ɐ n ⁵³		母 親	157 612	mother/母 _sibling/親	914	314	635	740
4102	Fuzhou	mather	i⁴⁴ ma⁴⁴	i⁴⁴ ma⁴⁴	i ⁴⁴ + m a ⁴⁴		依 媽	615 50	_sibling:PREF/依 mother/媽	925	315	634	741
4103	Fuzhou	mather	i⁵⁵⁻⁵³ nɛ³²	i⁵⁵⁻⁵³ nɛ³²	i ⁵⁵ + n ɛ ³²		依 奶	615 128	_sibling:PREF/依 breast/奶	926	315	641	93
4104	Fuzhou	mather	louŋ⁵³⁻³³ nɛ³²	louŋ⁵³⁻³³ nɛ³²	l ou ŋ ⁵³ + n ɛ ³²		娘 妳	31 716	female/娘 _mother/妳	927	315	638	742
4105	Xiamen	mather	a⁵⁵⁻¹¹ bu⁵³	a⁵⁵⁻¹¹ bu⁵³	a ⁵⁵ + b u ⁵³		阿 姆	614 713	_-sibling:PREF/阿 mother/姆	923	315	637	746
4106	Xiamen	mather	lau²⁴⁻²² bu⁵³	lau²⁴⁻²² bu⁵³	l au ²⁴ + b u ⁵³		老 姆	27 713	old/老 mother/姆	928	315	637	748
2092	Beijing	moon	yɛ⁵¹ liɑŋ⁰	yɛ⁵¹ liɑŋ⁰	ɥ ɛ ⁵¹ + l j ɑ ŋ ⁰		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2093	Haerbin	moon	yɛ⁵³ liaŋ⁰	yɛ⁵³ liaŋ⁰	ɥ ɛ ⁵³ + l j a ŋ ⁰		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2094	Jinan	moon	yɤ²¹⁻²¹⁴ liɑŋ³¹	yɤ²¹⁻²¹⁴ liɑŋ³¹	ɥ ɤ ²¹ + l j ɑ ŋ ³¹		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2095	Rongcheng	moon	yɛ³³⁴⁻³⁴ liaŋ³³⁴	yɛ³³⁴⁻³⁴ liaŋ³³⁴	ɥ ɛ ³⁴ + l j a ŋ ³³⁴		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2097	Taiyuan	moon	yəʔ mi⁰	yəʔ mi⁰	ɥ ə ʔ + m i ⁰		月 明	410 412	moon/月 shine/明	472	318	650	387
2098	XiAn	moon	yɛ²¹ liɑŋ⁰	yɛ²¹ liɑŋ⁰	ɥ ɛ ²¹ + l j ɑ ŋ ⁰		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2099	Chengdu	moon	ye²¹⁻⁵⁵ liaŋ⁰	ye²¹⁻⁵⁵ liaŋ⁰	ɥ e ²¹ + l j a ŋ ⁰		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2100	Nanjing	moon	yeʔ⁵ liɑ̃⁰	yeʔ⁵ liɑ̃⁰	ɥ e ʔ ⁵ + l j ɑ̃ ⁰		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2101	Jixi	moon	yaʔ³²*⁻²³ ȵiɑ̃³¹	yaʔ³²*⁻²³ ȵiɑ̃³¹	ɥ a ʔ ³² + ɲ j ɑ̃ ³¹		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2102	Suzhou	moon	ŋəʔ²³* liã²³¹⁻³¹	ŋəʔ²³* liã²³¹⁻³¹	ŋ ə ʔ ²³ + l j ã ²³¹	!b	月 亮	970 971	moon/月 shine/亮	473	320	655	388
2103	Wenzhou	moon	ȵy²¹⁻² kuɔ⁴⁴	ȵy²¹⁻² kuɔ⁴⁴	ɲ y ²¹ + k w ɔ ⁴⁴		月 光	410 413	moon/月 ray/光	474	318	650	389
2104	Changsha	moon	ye²⁴ lian¹¹	ye²⁴ lian¹¹	ɥ e ²⁴ + l j a n ¹¹		月 亮	410 411	moon/月 shine/亮	471	318	650	386
2106	Loudi	moon	ue³⁵ kɔŋ⁴⁴⁻³³	ue³⁵ kɔŋ⁴⁴⁻³³	w e ³⁵ + k ɔ ŋ ⁴⁴		月 光	410 413	moon/月 ray/光	474	318	650	389
2107	Nanchang	moon	ȵyot⁵ liɔŋ⁰	ȵyot⁵ liɔŋ⁰	ɲ ɥ o t ⁵ + l j ɔ ŋ ⁰		月 光	410 411	moon/月 shine/亮	471	318	650	386
2108	Meixian	moon	ŋiat⁵ kuoŋ³³	ŋiat⁵ kuoŋ³³	ŋ j a t ⁵ + k w o ŋ ³³		月 光	410 413	moon/月 ray/光	474	318	650	389
2109	Guilin	moon	lye⁵⁵ liɑŋ²¹	lye⁵⁵ liɑŋ²¹	ɥ e ⁵⁵ + l j ɑ ŋ ²¹	!b	月 亮	972 973	moon/月 shine/亮	475	319	653	390
2110	Guangzhou	moon	yt² kuɔŋ⁵⁵	yt² kuɔŋ⁵⁵	y t ² + k w ɔ ŋ ⁵⁵		月 光	410 413	moon/月 ray/光	474	318	650	389
2111	Fuzhou	moon	ŋuoʔ⁵	ŋuoʔ⁵	ŋ w o ʔ ⁵		月	410	moon/月	476	318	650	391
2112	Xiamen	moon	geʔ⁵⁻²¹* niũ²⁴	geʔ⁵⁻²¹* niũ²⁴	g e ʔ ⁵ + n j ũ ²⁴		月 娘	410 31	moon/月 _female/娘	477	318	650	391
586	Beijing	mountain	ʂan⁵⁵	ʂan⁵⁵	ʂ a n ⁵⁵		山	139	mountain/山	139	321	659	117
587	Haerbin	mountain	ʂan⁴⁴	ʂan⁴⁴	ʂ a n ⁴⁴		山	139	mountain/山	139	321	659	117
588	Jinan	mountain	ʂæ̃²¹³	ʂæ̃²¹³	ʂ æ̃ ²¹³		山	139	mountain/山	139	321	659	117
589	Rongcheng	mountain	ʂɐn⁵²	ʂɐn⁵²	ʂ ɐ n ⁵²		山	139	mountain/山	139	321	659	117
590	Taiyuan	mountain	sæ̃²¹	sæ̃²¹	s æ̃ ²¹		山	139	mountain/山	139	321	659	117
591	XiAn	mountain	sæ̃²¹	sæ̃²¹	s æ̃ ²¹		山	139	mountain/山	139	321	659	117
592	Chengdu	mountain	san⁴⁵	san⁴⁵	s a n ⁴⁵		山	139	mountain/山	139	321	659	117
593	Nanjing	mountain	sɑ̃³¹	sɑ̃³¹	s ɑ̃ ³¹		山	139	mountain/山	139	321	659	117
594	Jixi	mountain	sɔ⁴⁴	sɔ⁴⁴	s ɔ ⁴⁴		山	139	mountain/山	139	321	659	117
595	Suzhou	mountain	sᴇ⁴⁴	sᴇ⁴⁴	s e̞ ⁴⁴		山	139	mountain/山	139	321	659	117
596	Wenzhou	mountain	sa⁴⁴	sa⁴⁴	s a ⁴⁴		山	139	mountain/山	139	321	659	117
597	Changsha	mountain	san³³	san³³	s a n ³³		山	139	mountain/山	139	321	659	117
598	Loudi	mountain	sã⁴⁴	sã⁴⁴	s ã ⁴⁴		山	139	mountain/山	139	321	659	117
599	Nanchang	mountain	san⁴²	san⁴²	s a n ⁴²		山	139	mountain/山	139	321	659	117
600	Meixian	mountain	san³³	san³³	s a n ³³		山	139	mountain/山	139	321	659	117
601	Guilin	mountain	sã⁴²	sã⁴²	s ã ⁴²		山	139	mountain/山	139	321	659	117
602	Guangzhou	mountain	san⁵³	san⁵³	s a n ⁵³		山	139	mountain/山	139	321	659	117
603	Fuzhou	mountain	saŋ⁵⁵	saŋ⁵⁵	s a ŋ ⁵⁵		山	139	mountain/山	139	321	659	117
604	Xiamen	mountain	suã⁵⁵	suã⁵⁵	s w ã ⁵⁵		山	139	mountain/山	139	321	659	117
2531	Beijing	mouth	tsuei²¹³	tsuei²¹³	ts w ei ²¹³		嘴	147	mouth/嘴	598	322	660	502
2533	Haerbin	mouth	tsuei²¹³⁻²¹ pa⁰	tsuei²¹³⁻²¹ pa⁰	ts w ei ²¹³ + p a ⁰		嘴 巴	147 309	mouth/嘴 -:suffix/巴	599	322	660	503
2534	Jinan	mouth	tsuei⁴⁵	tsuei⁴⁵	ts w ei ⁴⁵		嘴	147	mouth/嘴	598	322	660	502
2535	Rongcheng	mouth	tsei²¹⁴	tsei²¹⁴	ts ei ²¹⁴		嘴	147	mouth/嘴	598	322	660	502
2536	Taiyuan	mouth	tsuei⁵³	tsuei⁵³	ts w ei ⁵³		嘴	147	mouth/嘴	598	322	660	502
2537	XiAn	mouth	tsuei⁵³	tsuei⁵³	ts w ei ⁵³		嘴	147	mouth/嘴	598	322	660	502
2538	Chengdu	mouth	tsuei⁵³⁻⁵⁵ pa⁵⁵	tsuei⁵³⁻⁵⁵ pa⁵⁵	ts w ei ⁵³ + p a ⁵⁵		嘴 巴	147 309	mouth/嘴 -:suffix/巴	599	322	660	503
2541	Nanjing	mouth	tsuei¹¹ pɑ³¹	tsuei¹¹ pɑ³¹	ts w ei ¹¹ + p ɑ ³¹		嘴 巴	147 309	mouth/嘴 -:suffix/巴	599	322	660	503
2542	Jixi	mouth	tɕy²¹³	tɕy²¹³	tɕ y ²¹³		嘴	147	mouth/嘴	598	322	660	502
