ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	CHARACTERS	COGIDS	MORPHEMES	STRICTID	LOOSEID	COMMONID	SALIENTID
1509	Nanjing	five	u¹¹	u¹¹	u ¹¹		五	324	five/五	370	162	288	319
1510	Jixi	five	vu²¹³	vu²¹³	v u ²¹³		五	324	five/五	370	162	288	319
1511	Suzhou	five	ŋ̍²³¹	ŋ̍²³¹	ŋ̍ ²³¹		五	324	five/五	370	162	288	319
1512	Wenzhou	five	ŋ̍²⁴	ŋ̍²⁴	ŋ̍ ²⁴		五	324	five/五	370	162	288	319
1513	Changsha	five	u⁴¹	u⁴¹	u ⁴¹		五	324	five/五	370	162	288	319
1514	Loudi	five	u⁴²	u⁴²	u ⁴²		五	324	five/五	370	162	288	319
1515	Nanchang	five	ŋ̍²¹³	ŋ̍²¹³	ŋ̍ ²¹³		五	324	five/五	370	162	288	319
1516	Meixian	five	n̩³¹	n̩³¹	n̩ ³¹		五	324	five/五	370	162	288	319
1517	Guilin	five	ŋ̍²³	ŋ̍²³	ŋ̍ ²³		五	324	five/五	370	162	288	319
1518	Guangzhou	five	ŋ̍²³	ŋ̍²³	ŋ̍ ²³		五	324	five/五	370	162	288	319
1519	Fuzhou	five	ŋou²⁴²	ŋou²⁴²	ŋ ou ²⁴²		五	324	five/五	370	162	288	319
1520	Xiamen	five	gɔ²²	gɔ²²	g ɔ ²²		五	324	five/五	370	162	288	319
438	Beijing	flesh	ʐou⁵¹	ʐou⁵¹	ʐ ou ⁵¹		肉	18	flesh/肉	94	163	289	83
439	Haerbin	flesh	ʐou⁵³	ʐou⁵³	ʐ ou ⁵³		肉	18	flesh/肉	94	163	289	83
440	Jinan	flesh	ʐou³¹	ʐou³¹	ʐ ou ³¹		肉	18	flesh/肉	94	163	289	83
441	Rongcheng	flesh	iou³³⁴	iou³³⁴	j ou ³³⁴		肉	18	flesh/肉	94	163	289	83
442	Taiyuan	flesh	zəu⁴⁵	zəu⁴⁵	z əu ⁴⁵		肉	18	flesh/肉	94	163	289	83
443	XiAn	flesh	ʐou⁴⁴	ʐou⁴⁴	ʐ ou ⁴⁴		肉	18	flesh/肉	94	163	289	83
444	Chengdu	flesh	zəu²¹³	zəu²¹³	z əu ²¹³		肉	18	flesh/肉	94	163	289	83
445	Nanjing	flesh	ʐəɯ⁴⁴	ʐəɯ⁴⁴	ʐ əɯ ⁴⁴		肉	18	flesh/肉	94	163	289	83
446	Jixi	flesh	ȵyoʔ³²*	ȵyoʔ³²*	ɲ ɥ o ʔ ³²		肉	18	flesh/肉	94	163	289	83
447	Suzhou	flesh	ȵioʔ²³*	ȵioʔ²³*	ɲ j o ʔ ²³		肉	18	flesh/肉	94	163	289	83
448	Wenzhou	flesh	ȵieu²¹	ȵieu²¹	ɲ j eu ²¹		肉	18	flesh/肉	94	163	289	83
449	Changsha	flesh	ʐəu²⁴	ʐəu²⁴	ʐ əu ²⁴		肉	18	flesh/肉	94	163	289	83
450	Loudi	flesh	nio³⁵	nio³⁵	n io ³⁵		肉	18	flesh/肉	94	163	289	83
451	Nanchang	flesh	ȵiuʔ⁵	ȵiuʔ⁵	ɲ j u ʔ ⁵		肉	18	flesh/肉	94	163	289	83
452	Meixian	flesh	ŋiuk¹	ŋiuk¹	ŋ j u k ¹		肉	18	flesh/肉	94	163	289	83
453	Guilin	flesh	iou⁵⁵	iou⁵⁵	j ou ⁵⁵		肉	18	flesh/肉	94	163	289	83
454	Guangzhou	flesh	ik²	ik²	i k ²		肉	18	flesh/肉	94	163	289	83
455	Fuzhou	flesh	nyʔ⁵	nyʔ⁵	n y ʔ ⁵		肉	18	flesh/肉	94	163	289	83
456	Xiamen	flesh	baʔ³²*	baʔ³²*	b a ʔ ³²		肉	802	flesh/肉	95	164	290	84
68	Beijing	float	pʰiɑu⁵⁵ fu³⁵	pʰiɑu⁵⁵ fu³⁵	pʰ j ɑu ⁵⁵ + f u ³⁵	copulative synonyme	漂 浮	20 21	float/漂 _float/浮	19	165	291	17
69	Haerbin	float	pʰiau⁴⁴ fu²⁴	pʰiau⁴⁴ fu²⁴	pʰ j au ⁴⁴ + f u ²⁴	copulative  synonyme	漂 浮	20 21	float/漂 _float/浮	19	165	291	17
70	Jinan	float	pʰiɔ²¹⁴ fu⁵³	pʰiɔ²¹⁴ fu⁵³	pʰ j ɔ ²¹⁴ + f u ⁵³	copulative  synonyme	漂 浮	20 21	float/漂 _float/浮	19	165	291	17
71	Rongcheng	float	pʰiau⁵² fu³⁵	pʰiau⁵² fu³⁵	pʰ j au ⁵² + f u ³⁵		漂 浮	20 21	float/漂 _float/浮	19	165	291	17
72	Taiyuan	float	pʰiɑu²¹	pʰiɑu²¹	pʰ j ɑu ²¹		漂	20	float/漂	20	165	291	17
73	XiAn	float	pʰiau²¹	pʰiau²¹	pʰ j au ²¹		漂	20	float/漂	20	165	291	17
75	Chengdu	float	pʰiau⁴⁵	pʰiau⁴⁵	pʰ j au ⁴⁵		漂	20	float/漂	20	165	291	17
76	Nanjing	float	pʰiɔ³¹ fu¹³	pʰiɔ³¹ fu¹³	pʰ j ɔ ³¹ + f u ¹³		漂 浮	20 21	float/漂 _float/浮	19	165	291	17
80	Jixi	float	pʰie⁵⁵ fu⁴⁴	pʰie⁵⁵ fu⁴⁴	pʰ j e ⁵⁵ + f u ⁴⁴		漂 浮	20 21	float/漂 _float/浮	19	165	291	17
81	Suzhou	float	tʰən⁵²	tʰən⁵²	tʰ ə n ⁵²		氽	22	float/氽	21	167	293	18
83	Wenzhou	float	taŋ⁵¹	taŋ⁵¹	t a ŋ ⁵¹		氽	22	float/氽	21	167	293	18
84	Changsha	float	pʰiau³³ fu⁰	pʰiau³³ fu⁰	pʰ j au ³³ + f u ⁰		漂 浮	20 21	float/漂 _float/浮	19	165	291	17
85	Loudi	float	bɤ¹³	bɤ¹³	b ɤ ¹³		漂	20	float/漂	20	165	291	17
88	Nanchang	float	pʰiɛu⁴² fɛu⁴⁵	pʰiɛu⁴² fɛu⁴⁵	pʰ j ɛu ⁴² + f ɛu ⁴⁵		漂 浮	20 21	float/漂 _float/浮	19	165	291	17
89	Meixian	float	feu¹¹	feu¹¹	f eu ¹¹		浮	21	float/浮	22	165	292	19
90	Guilin	float	fu²² tɑu²³⁻³³	fu²² tɑu²³⁻³³	f u ²² + t ɑu ²³		浮 倒	21 23	float/浮 _fall.down/倒	23	165	292	19
91	Guangzhou	float	pʰiu⁵³ fɐu²¹	pʰiu⁵³ fɐu²¹	pʰ j u ⁵³ + f ɐu ²¹	!b	漂 浮	839 840	float/漂 _float/浮	24	166	295	20
93	Fuzhou	float	pʰu⁵³ lɛ³²	pʰu⁵³ lɛ³²	pʰ u ⁵³ + l ɛ ³²	浮在	浮 𡅏	21 24	float/浮 _float/𡅏	25	165	292	19
94	Xiamen	float	pʰu²⁴	pʰu²⁴	pʰ u ²⁴		浮	21	float/浮	22	165	292	19
3976	Beijing	flow	liou³⁵	liou³⁵	l j ou ³⁵		流	164	flow/流	904	168	298	730
3977	Haerbin	flow	liou²⁴	liou²⁴	l j ou ²⁴		流	164	flow/流	904	168	298	730
3978	Jinan	flow	liou⁵³	liou⁵³	l j ou ⁵³		流	164	flow/流	904	168	298	730
3979	Rongcheng	flow	liou³⁵	liou³⁵	l j ou ³⁵		流	164	flow/流	904	168	298	730
3980	Taiyuan	flow	liəu²¹	liəu²¹	l j əu ²¹		流	164	flow/流	904	168	298	730
3981	XiAn	flow	liou²⁴	liou²⁴	l j ou ²⁴		流	164	flow/流	904	168	298	730
3982	Chengdu	flow	liəu²¹	liəu²¹	l j əu ²¹		流	164	flow/流	904	168	298	730
3983	Nanjing	flow	tʰɑ̃¹¹	tʰɑ̃¹¹	tʰ ɑ̃ ¹¹		淌	706	flow/淌	905	169	299	731
3984	Nanjing	flow	ȵiəɯ¹³	ȵiəɯ¹³	ɲ j əɯ ¹³		流	164	flow/流	904	168	298	730
3985	Jixi	flow	ni⁴⁴	ni⁴⁴	n i ⁴⁴		流	164	flow/流	904	168	298	730
3986	Suzhou	flow	tʰɑ̃⁵²	tʰɑ̃⁵²	tʰ ɑ̃ ⁵²		淌	706	flow/淌	905	169	299	731
3987	Wenzhou	flow	lɤu³⁴¹	lɤu³⁴¹	l ɤu ³⁴¹		流	164	flow/流	904	168	298	730
3988	Changsha	flow	liəu¹³	liəu¹³	l j əu ¹³		流	164	flow/流	904	168	298	730
3989	Loudi	flow	lio¹³	lio¹³	l j o ¹³		流	164	flow/流	904	168	298	730
3990	Nanchang	flow	liu⁴⁵	liu⁴⁵	l j u ⁴⁵		流	164	flow/流	904	168	298	730
3991	Meixian	flow	liu¹¹	liu¹¹	l j u ¹¹		流	164	flow/流	904	168	298	730
3992	Guilin	flow	liou²²	liou²²	l j ou ²²		流	164	flow/流	904	168	298	730
3993	Guangzhou	flow	lɐu²¹	lɐu²¹	l ɐu ²¹		流	164	flow/流	904	168	298	730
3994	Fuzhou	flow	lau⁵³	lau⁵³	l au ⁵³		流	164	flow/流	904	168	298	730
3995	Xiamen	flow	lau²⁴	lau²⁴	l au ²⁴		流	164	flow/流	904	168	298	730
3562	Beijing	flower	xuɐr⁵⁵	xuɐr⁵⁵	x w a ⁵⁵		花	662	flower/花	830	170	300	681
3563	Haerbin	flower	xuar⁴⁴	xuar⁴⁴	x w a ⁴⁴		花	662	flower/花	830	170	300	681
3564	Jinan	flower	xuar²¹⁴	xuar²¹⁴	x w a ²¹⁴		花	662	flower/花	830	170	300	681
3565	Rongcheng	flower	xuar⁵²	xuar⁵²	x w a ⁵²		花	662	flower/花	830	170	300	681
3566	Taiyuan	flower	xua²¹	xua²¹	x w a ²¹		花	662	flower/花	830	170	300	681
3567	XiAn	flower	xuɑr²¹	xuɑr²¹	x w ɑ ²¹		花	662	flower/花	830	170	300	681
3568	Chengdu	flower	xua⁴⁵	xua⁴⁵	x w a ⁴⁵		花	662	flower/花	830	170	300	681
3569	Nanjing	flower	xuɑ³¹	xuɑ³¹	x w ɑ ³¹		花	662	flower/花	830	170	300	681
3570	Jixi	flower	xo⁵⁵ n̩⁰	xo⁵⁵ n̩⁰	x o ⁵⁵ + n n̩ ⁰		花 儿	662 810	flower/花 _:SUF/?	831	170	300	681
3571	Suzhou	flower	ho⁴⁴	ho⁴⁴	h o ⁴⁴		花	662	flower/花	830	170	300	681
3572	Wenzhou	flower	ho⁴⁴	ho⁴⁴	h o ⁴⁴		花	662	flower/花	830	170	300	681
3573	Changsha	flower	fa³³	fa³³	f a ³³		花	662	flower/花	830	170	300	681
3574	Loudi	flower	xɔ⁴⁴	xɔ⁴⁴	x ɔ ⁴⁴		花	662	flower/花	830	170	300	681
3575	Nanchang	flower	fa⁴⁵	fa⁴⁵	f a ⁴⁵		花	662	flower/花	830	170	300	681
3576	Meixian	flower	fa³³⁻³⁵ ve⁰	fa³³⁻³⁵ ve⁰	f a ³³ + v e ⁰		花 ?	662 811	flower/花 _:SUF/?	832	170	300	681
3577	Guilin	flower	fᴀ⁴²	fᴀ⁴²	f a̠ ⁴²		花	662	flower/花	830	170	300	681
3578	Guangzhou	flower	fa⁵⁵	fa⁵⁵	f a ⁵⁵		花	662	flower/花	830	170	300	681
3579	Fuzhou	flower	hua⁵⁵	hua⁵⁵	h w a ⁵⁵		花	662	flower/花	830	170	300	681
3581	Xiamen	flower	hue⁵⁵	hue⁵⁵	h w e ⁵⁵		花	662	flower/花	830	170	300	681
3046	Beijing	fly	fei⁵⁵	fei⁵⁵	f ei ⁵⁵		飛	600	fly:V/飛	717	171	303	591
3047	Haerbin	fly	fei⁴⁴	fei⁴⁴	f ei ⁴⁴		飛	600	fly:V/飛	717	171	303	591
3048	Jinan	fly	fei²¹⁴	fei²¹⁴	f ei ²¹⁴		飛	600	fly:V/飛	717	171	303	591
3049	Rongcheng	fly	fe⁵²	fe⁵²	f e ⁵²		飛	600	fly:V/飛	717	171	303	591
3050	Taiyuan	fly	fei²¹	fei²¹	f ei ²¹		飛	600	fly:V/飛	717	171	303	591
3051	XiAn	fly	fei²¹	fei²¹	f ei ²¹		飛	600	fly:V/飛	717	171	303	591
3052	Chengdu	fly	fei⁴⁵	fei⁴⁵	f ei ⁴⁵		飛	600	fly:V/飛	717	171	303	591
3053	Nanjing	fly	fei³¹	fei³¹	f ei ³¹		飛	600	fly:V/飛	717	171	303	591
3054	Jixi	fly	fi⁵⁵	fi⁵⁵	f i ⁵⁵		飛	600	fly:V/飛	717	171	303	591
3055	Suzhou	fly	fi⁴⁴	fi⁴⁴	f i ⁴⁴		飛	600	fly:V/飛	717	171	303	591
3056	Wenzhou	fly	fei⁴⁴	fei⁴⁴	f ei ⁴⁴		飛	600	fly:V/飛	717	171	303	591
3057	Changsha	fly	fei³³	fei³³	f ei ³³		飛	600	fly:V/飛	717	171	303	591
3058	Loudi	fly	xui⁴⁴	xui⁴⁴	x w i ⁴⁴		飛	600	fly:V/飛	717	171	303	591
3059	Nanchang	fly	fɨi⁴²	fɨi⁴²	f ɨi ⁴²		飛	600	fly:V/飛	717	171	303	591
3060	Meixian	fly	fi³³	fi³³	f i ³³		飛	600	fly:V/飛	717	171	303	591
3061	Guilin	fly	fei⁴²	fei⁴²	f ei ⁴²		飛	600	fly:V/飛	717	171	303	591
3062	Guangzhou	fly	fei⁵³	fei⁵³	f ei ⁵³		飛	600	fly:V/飛	717	171	303	591
3063	Fuzhou	fly	puoi⁵⁵	puoi⁵⁵	p w oi ⁵⁵		飛	600	fly:V/飛	717	171	303	591
3064	Xiamen	fly	pe⁵⁵	pe⁵⁵	p e ⁵⁵		飛	600	fly:V/飛	717	171	303	591
1521	Beijing	fog	u⁵¹	u⁵¹	u ⁵¹		霧	325	fog/霧	371	172	304	320
1522	Haerbin	fog	u⁵³	u⁵³	u ⁵³		霧	325	fog/霧	371	172	304	320
1523	Jinan	fog	u³¹	u³¹	u ³¹		霧	325	fog/霧	371	172	304	320
1524	Rongcheng	fog	u³³⁴	u³³⁴	u ³³⁴		霧	325	fog/霧	371	172	304	320
1525	Taiyuan	fog	u⁴⁵	u⁴⁵	u ⁴⁵		霧	325	fog/霧	371	172	304	320
1526	XiAn	fog	vu⁴⁴	vu⁴⁴	v u ⁴⁴		霧	325	fog/霧	371	172	304	320
1527	Chengdu	fog	u²¹³	u²¹³	u ²¹³		霧	325	fog/霧	371	172	304	320
1528	Nanjing	fog	u⁴⁴	u⁴⁴	u ⁴⁴		霧	325	fog/霧	371	172	304	320
1529	Jixi	fog	vu³¹	vu³¹	v u ³¹		霧	325	fog/霧	371	172	304	320
1530	Suzhou	fog	mi¹³⁻²² ləu²³¹	mi¹³⁻²² ləu²³¹	m i ¹³ + l əu ²³¹	!!!	迷 露	326 327	fog/迷 hide/露	372	175	310	321
1531	Wenzhou	fog	mø²²	mø²²	m ø ²²	!!!	幔	328	fog/幔	373	176	312	322
1532	Changsha	fog	tsau⁵⁵ tsɿ⁰	tsau⁵⁵ tsɿ⁰	ts au ⁵⁵ + ts ɿ ⁰		罩 子	329 19	fog/罩 _-child:SUF/子	374	173	305	323
1533	Loudi	fog	u¹¹	u¹¹	u ¹¹		霧	325	fog/霧	371	172	304	320
1534	Nanchang	fog	u²¹	u²¹	u ²¹		霧	325	fog/霧	371	172	304	320
1535	Meixian	fog	muŋ¹¹ sa³³	muŋ¹¹ sa³³	m u ŋ ¹¹ + s a ³³	!!!	蒙 纱	330 331	fog/蒙 _fog/纱	375	174	308	324
1536	Guilin	fog	u²¹ tɕʰi⁴²⁻²²	u²¹ tɕʰi⁴²⁻²²	u ²¹ + tɕʰ i ⁴²		霧 氣	325 332	fog/霧 _breath/氣	376	172	304	320
1537	Guangzhou	fog	mou²²	mou²²	m ou ²²		霧	325	fog/霧	371	172	304	320
1538	Fuzhou	fog	muo⁵³	muo⁵³	m w o ⁵³		霧	325	fog/霧	371	172	304	320
1539	Xiamen	fog	bu²²	bu²²	b u ²²		霧	325	fog/霧	371	172	304	320
3740	Beijing	foot	tɕiɑu²¹⁴	tɕiɑu²¹⁴	tɕ j ɑu ²¹⁴		腳	277	foot/腳	859	177	313	266
3741	Haerbin	foot	tɕiau²¹³	tɕiau²¹³	tɕ j au ²¹³		腳	277	foot/腳	859	177	313	266
3742	Haerbin	foot	tɕiau²¹³⁻²¹ ia⁴⁴ tsɿ⁰	tɕiau²¹³⁻²¹ ia⁴⁴ tsɿ⁰	tɕ j au ²¹³ + j a ⁴⁴ + ts ɿ ⁰		腳 丫 子	277 677 19	foot/腳 _:SUF/? _-child:SUF/子	860	177	313	266
3743	Jinan	foot	tɕyɤ²¹⁴	tɕyɤ²¹⁴	tɕ ɥ ɤ ²¹⁴		腳	277	foot/腳	859	177	313	266
3744	Rongcheng	foot	cyɔ²¹⁴	cyɔ²¹⁴	c ɥ ɔ ²¹⁴		腳	277	foot/腳	859	177	313	266
3745	Taiyuan	foot	tɕiau⁵³	tɕiau⁵³	tɕ j au ⁵³		腳	277	foot/腳	859	177	313	266
3746	XiAn	foot	tɕyo²¹	tɕyo²¹	tɕ ɥ o ²¹		腳	277	foot/腳	859	177	313	266
3747	Chengdu	foot	tɕyo²¹⁻⁵⁵ pər⁵³	tɕyo²¹⁻⁵⁵ pər⁵³	tɕ ɥ o ²¹ + p ə ⁵³		腳 板	277 509	foot/腳 _board/板	861	177	313	266
3748	Nanjing	foot	tɕioʔ⁵	tɕioʔ⁵	tɕ j o ʔ ⁵		腳	277	foot/腳	859	177	313	266
3749	Jixi	foot	tɕyoʔ³²*	tɕyoʔ³²*	tɕ ɥ o ʔ ³²		腳	277	foot/腳	859	177	313	266
3750	Suzhou	foot	tɕiɑʔ⁴	tɕiɑʔ⁴	tɕ j ɑ ʔ ⁴		腳	277	foot/腳	859	177	313	266
3751	Wenzhou	foot	tɕia⁴¹	tɕia⁴¹	tɕ j a ⁴¹		腳	277	foot/腳	859	177	313	266
3752	Changsha	foot	tɕio²⁴	tɕio²⁴	tɕ j o ²⁴		腳	277	foot/腳	859	177	313	266
3753	Loudi	foot	dio¹³	dio¹³	d j o ¹³		腳	277	foot/腳	859	177	313	266
3754	Nanchang	foot	tɕioʔ⁵	tɕioʔ⁵	tɕ j o ʔ ⁵		腳	277	foot/腳	859	177	313	266
3755	Meixian	foot	kiok¹	kiok¹	k j o k ¹		腳	277	foot/腳	859	177	313	266
3756	Guilin	foot	ɕy⁵⁵ te²²	ɕy⁵⁵ te²²	ɕ y ⁵⁵ + t e ²²		膝 囗	333 814	foot _:SUF/?	862	179	316	325
3757	Guangzhou	foot	kœk³	kœk³	k œ k ³		腳	277	foot/腳	859	177	313	266
3758	Fuzhou	foot	kʰa⁵⁵	kʰa⁵⁵	kʰ a ⁵⁵		骹	279	leg/骹	863	178	314	268
3759	Xiamen	foot	kʰa⁵⁵	kʰa⁵⁵	kʰ a ⁵⁵		骹	279	leg/骹	863	178	314	268
1059	Beijing	four	sɿ⁵¹	sɿ⁵¹	s ɿ ⁵¹		四	225	four/四	244	180	320	206
1060	Haerbin	four	sɿ⁵³	sɿ⁵³	s ɿ ⁵³		四	225	four/四	244	180	320	206
1061	Jinan	four	sɿ³¹	sɿ³¹	s ɿ ³¹		四	225	four/四	244	180	320	206
1062	Rongcheng	four	sɿ³³⁴	sɿ³³⁴	s ɿ ³³⁴		四	225	four/四	244	180	320	206
1063	Taiyuan	four	sɿ⁴⁵	sɿ⁴⁵	s ɿ ⁴⁵		四	225	four/四	244	180	320	206
1064	XiAn	four	sɿ⁴⁴	sɿ⁴⁴	s ɿ ⁴⁴		四	225	four/四	244	180	320	206
1065	Chengdu	four	sɿ²¹³	sɿ²¹³	s ɿ ²¹³		四	225	four/四	244	180	320	206
1066	Nanjing	four	sɿ⁴⁴	sɿ⁴⁴	s ɿ ⁴⁴		四	225	four/四	244	180	320	206
1067	Jixi	four	sɿ³⁵	sɿ³⁵	s ɿ ³⁵		四	225	four/四	244	180	320	206
1068	Suzhou	four	sɿ⁴¹²	sɿ⁴¹²	s ɿ ⁴¹²		四	225	four/四	244	180	320	206
1069	Wenzhou	four	sɿ⁵¹	sɿ⁵¹	s ɿ ⁵¹		四	225	four/四	244	180	320	206
1070	Changsha	four	sɿ⁵⁵	sɿ⁵⁵	s ɿ ⁵⁵		四	225	four/四	244	180	320	206
1071	Loudi	four	sɿ³⁵	sɿ³⁵	s ɿ ³⁵		四	225	four/四	244	180	320	206
1072	Nanchang	four	sɿ⁴⁵	sɿ⁴⁵	s ɿ ⁴⁵		四	225	four/四	244	180	320	206
1073	Meixian	four	si⁵³	si⁵³	s i ⁵³		四	225	four/四	244	180	320	206
1074	Guilin	four	sɿ²⁵	sɿ²⁵	s ɿ ²⁵		四	225	four/四	244	180	320	206
1075	Guangzhou	four	sei³³	sei³³	s ei ³³		四	225	four/四	244	180	320	206
1076	Fuzhou	four	sɛi²¹²	sɛi²¹²	s ɛi ²¹²		四	225	four/四	244	180	320	206
1077	Xiamen	four	si²¹	si²¹	s i ²¹		四	225	four/四	244	180	320	206
3760	Beijing	freeze	tɕiɛ³⁵ piŋ⁵⁵	tɕiɛ³⁵ piŋ⁵⁵	tɕ j ɛ ³⁵ + p i ŋ ⁵⁵		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3761	Haerbin	freeze	tuŋ⁵³ piŋ⁴⁴	tuŋ⁵³ piŋ⁴⁴	t u ŋ ⁵³ + p i ŋ ⁴⁴		凍 冰	679 83	cold/凍 _ice/冰	865	181	321	698
3762	Jinan	freeze	tɕiə²¹⁴⁻²³ piŋ²¹⁴	tɕiə²¹⁴⁻²³ piŋ²¹⁴	tɕ j ə ²¹⁴ + p i ŋ ²¹⁴		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3763	Rongcheng	freeze	ciɛ²¹⁴⁻²¹ piŋ⁵²	ciɛ²¹⁴⁻²¹ piŋ⁵²	c j ɛ ²¹⁴ + p i ŋ ⁵²		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3764	Taiyuan	freeze	tɕiəʔ²⁻⁵⁴ piŋ²¹	tɕiəʔ²⁻⁵⁴ piŋ²¹	tɕ j ə ʔ ² + p i ŋ ²¹		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3765	XiAn	freeze	tɕiɛ²¹⁻²⁴ piŋ²¹	tɕiɛ²¹⁻²⁴ piŋ²¹	tɕ j ɛ ²¹ + p i ŋ ²¹		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3766	Chengdu	freeze	tɕie²¹⁻⁵⁵ pin⁴⁵	tɕie²¹⁻⁵⁵ pin⁴⁵	tɕ j e ²¹ + p i n ⁴⁵		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3767	Nanjing	freeze	tɕieʔ⁵ pin³¹	tɕieʔ⁵ pin³¹	tɕ j e ʔ ⁵ + p i n ³¹		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3768	Jixi	freeze	tɕiaʔ³²* piɑ̃⁵⁵	tɕiaʔ³²* piɑ̃⁵⁵	tɕ j a ʔ ³² + p j ɑ̃ ⁵⁵		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3769	Suzhou	freeze	tɕiəʔ⁴ pin⁴⁴	tɕiəʔ⁴ pin⁴⁴	tɕ j ə ʔ ⁴ + p i n ⁴⁴		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3770	Wenzhou	freeze	tɕi⁴¹⁻² peŋ⁴⁴	tɕi⁴¹⁻² peŋ⁴⁴	tɕ i ⁴¹ + p e ŋ ⁴⁴		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3771	Changsha	freeze	tɕie²⁴ pin³³	tɕie²⁴ pin³³	tɕ j e ²⁴ + p i n ³³	!b	結 冰	1057 1058	freeze/結 _ice/冰	866	182	324	699
3773	Changsha	freeze	kəu⁵⁵⁻⁴¹ lin¹³	kəu⁵⁵⁻⁴¹ lin¹³	k əu ⁵⁵ + l i n ¹³		构 凌	681 84	freeze/构 _ice/凌	867	183	323	700
3774	Loudi	freeze	tɕʰiɔ⁴² kɤ³⁵	tɕʰiɔ⁴² kɤ³⁵	tɕʰ j ɔ ⁴² + k ɤ ³⁵		扯 构	216 681	split/扯 freeze/构	868	183	323	701
3775	Nanchang	freeze	tɕiɛt⁵ pin⁴²	tɕiɛt⁵ pin⁴²	tɕ j ɛ t ⁵ + p i n ⁴²		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3776	Meixian	freeze	ket¹ pen³³	ket¹ pen³³	k e t ¹ + p e n ³³		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3777	Guilin	freeze	tɕie⁵⁵⁻²¹ pi⁴²	tɕie⁵⁵⁻²¹ pi⁴²	tɕ j e ⁵⁵ + p i ⁴²	tɕie⁵⁵⁻²¹ piŋ⁴²	結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3778	Guangzhou	freeze	kit³ eŋ⁵⁵	kit³ eŋ⁵⁵	k i t ³ + e ŋ ⁵⁵		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3779	Fuzhou	freeze	kieʔ⁵⁻²¹ piŋ⁵⁵	kieʔ⁵⁻²¹ piŋ⁵⁵	k j e ʔ ⁵ + p i ŋ ⁵⁵		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
3780	Xiamen	freeze	kiat³²*⁻⁵ piŋ⁵⁵	kiat³²*⁻⁵ piŋ⁵⁵	k j a t ³² + p i ŋ ⁵⁵		結 冰	678 83	freeze/結 _ice/冰	864	181	321	697
926	Beijing	fruit	ʂuei²¹⁴⁻³⁵ kuo²¹³	ʂuei²¹⁴⁻³⁵ kuo²¹³	ʂ w ei ²¹⁴ + k w o ²¹³		水 果	194 114	water/水 fruit.result/果	207	184	329	174
927	Haerbin	fruit	ʂuei²¹³⁻²⁴ kuor²¹³	ʂuei²¹³⁻²⁴ kuor²¹³	ʂ w ei ²¹³ + k w o ²¹³		水 果	194 114	water/水 fruit.result/果	207	184	329	174
928	Jinan	fruit	ʂuei⁴⁵⁻⁵³ kuɤ⁴⁵	ʂuei⁴⁵⁻⁵³ kuɤ⁴⁵	ʂ w ei ⁴⁵ + k w ɤ ⁴⁵		水 果	194 114	water/水 fruit.result/果	207	184	329	174
929	Rongcheng	fruit	kɔr²¹³ mən⁰	kɔr²¹³ mən⁰	k ɔ ²¹³ + m ə n ⁰		果 們	114 195	fruit.result/果 :PL/們	208	184	329	175
930	Taiyuan	fruit	suei⁵³⁻²¹ kuo⁵³	suei⁵³⁻²¹ kuo⁵³	s w ei ⁵³ + k w o ⁵³		水 果	194 114	water/水 fruit.result/果	207	184	329	174
931	XiAn	fruit	fei⁵³ kuo⁰	fei⁵³ kuo⁰	f ei ⁵³ + k w o ⁰		水 果	194 114	water/水 fruit.result/果	207	184	329	174
932	Chengdu	fruit	suei⁵³⁻⁵⁵ ko⁵³	suei⁵³⁻⁵⁵ ko⁵³	s w ei ⁵³ + k o ⁵³		水 果	194 114	water/水 fruit.result/果	207	184	329	174
933	Nanjing	fruit	suei¹¹⁻¹² ko¹¹	suei¹¹⁻¹² ko¹¹	s w ei ¹¹ + k o ¹¹		水 果	194 114	water/水 fruit.result/果	207	184	329	174
934	Jixi	fruit	ɕy²¹³⁻³¹ kɵ²¹³	ɕy²¹³⁻³¹ kɵ²¹³	ɕ y ²¹³ + k ɵ ²¹³		水 果	194 114	water/水 fruit.result/果	207	184	329	174
935	Suzhou	fruit	sʯ⁵²⁻⁴¹ kəu⁵²⁻²³	sʯ⁵²⁻⁴¹ kəu⁵²⁻²³	s ʯ ⁵² + k əu ⁵²		水 果	194 114	water/水 fruit.result/果	207	184	329	174
